File name: 20-35-50
Result: 49
Gen 1:[6, 7, 7, 3, 3, 4, 5, 7, 3, 5, 3, 4, 4, 3, 7, 6, 4, 3, 5, 4, 11042]
Gen 2:[6, 6, 5, 3, 6, 4, 7, 5, 4, 4, 3, 3, 3, 3, 7, 7, 3, 3, 7, 3, 10053]
Gen 3:[6, 7, 7, 3, 3, 4, 5, 7, 3, 5, 3, 4, 4, 3, 4, 6, 4, 5, 7, 3, 9044]
Gen 4:[6, 7, 7, 3, 3, 4, 5, 7, 3, 5, 3, 4, 4, 3, 4, 6, 4, 5, 7, 3, 9044]
Gen 5:[6, 3, 8, 4, 7, 4, 7, 7, 2, 3, 4, 4, 2, 3, 7, 6, 2, 4, 7, 4, 7039]
Gen 6:[6, 4, 5, 3, 6, 4, 7, 6, 4, 3, 3, 4, 7, 1, 6, 7, 3, 4, 7, 3, 5050]
Gen 7:[6, 4, 5, 3, 6, 4, 7, 6, 4, 3, 3, 4, 7, 1, 6, 7, 3, 4, 7, 3, 5050]
Gen 8:[6, 4, 5, 3, 6, 4, 7, 6, 4, 3, 3, 4, 7, 1, 6, 7, 3, 4, 7, 3, 5050]
Gen 9:[5, 7, 7, 3, 3, 4, 5, 7, 3, 5, 3, 4, 4, 4, 7, 7, 3, 3, 7, 4, 4050]
Gen 10:[6, 6, 5, 5, 7, 4, 5, 7, 3, 5, 3, 4, 3, 4, 7, 7, 4, 3, 7, 3, 4038]
Gen 11:[6, 6, 5, 3, 6, 4, 7, 6, 4, 3, 3, 4, 7, 3, 7, 7, 4, 3, 7, 3, 2048]
Gen 12:[6, 6, 8, 3, 6, 6, 7, 7, 4, 4, 3, 3, 4, 3, 7, 7, 3, 3, 7, 3, 2047]
Gen 13:[6, 7, 7, 3, 3, 4, 7, 6, 4, 3, 4, 6, 4, 3, 7, 6, 4, 3, 7, 3, 50]
Gen 14:[6, 7, 7, 3, 3, 4, 7, 6, 4, 3, 3, 4, 7, 3, 7, 6, 4, 3, 7, 3, 49]
