File name: 20-10-15
Result: 11
Gen 1:[5, 5, 7, 3, 5, 4, 3, 3, 3, 3, 3, 6, 5, 4, 7, 4, 5, 9, 5, 4, 4010]
Gen 2:[5, 5, 7, 3, 5, 4, 3, 3, 3, 3, 3, 6, 5, 4, 7, 4, 5, 9, 5, 4, 4010]
Gen 3:[6, 6, 3, 6, 4, 5, 5, 2, 2, 4, 5, 6, 4, 3, 4, 3, 5, 6, 6, 4, 3011]
Gen 4:[2, 4, 3, 4, 3, 4, 2, 3, 4, 3, 5, 5, 3, 2, 2, 2, 5, 6, 6, 5, 3011]
Gen 5:[6, 3, 4, 5, 7, 5, 6, 3, 3, 6, 6, 6, 3, 3, 4, 3, 5, 6, 5, 4, 2012]
Gen 6:[6, 3, 4, 5, 7, 5, 6, 3, 3, 6, 6, 6, 3, 3, 4, 3, 5, 6, 5, 4, 2012]
Gen 7:[3, 2, 4, 3, 6, 6, 3, 3, 4, 4, 3, 6, 5, 2, 2, 3, 6, 6, 6, 4, 2011]
Gen 8:[6, 4, 3, 6, 4, 5, 3, 4, 2, 6, 3, 5, 4, 4, 6, 4, 5, 6, 6, 5, 1011]
Gen 9:[6, 4, 3, 6, 4, 5, 3, 4, 2, 6, 3, 5, 4, 4, 6, 4, 5, 6, 6, 5, 1011]
Gen 10:[6, 6, 3, 6, 4, 5, 5, 4, 3, 4, 5, 6, 4, 3, 4, 3, 5, 6, 6, 4, 11]
