File name: 40-20-30
Result: 1026
Gen 1:[7, 0, 3, 5, 7, 4, 8, 10, 9, 6, 5, 2, 2, 5, 3, 4, 8, 8, 6, 3, 1, 4, 2, 8, 4, 11, 5, 2, 5, 8, 3, 6, 3, 9, 1, 4, 2, 8, 10, 7, 8027]
Gen 2:[7, 0, 3, 5, 7, 4, 8, 10, 9, 6, 5, 2, 2, 5, 3, 4, 8, 8, 6, 3, 1, 4, 2, 8, 4, 11, 5, 2, 5, 8, 3, 6, 3, 9, 1, 4, 2, 8, 10, 7, 8027]
Gen 3:[5, 0, 3, 3, 7, 2, 10, 9, 9, 6, 4, 2, 1, 6, 4, 5, 9, 9, 6, 4, 2, 4, 4, 5, 3, 9, 4, 2, 5, 7, 8, 6, 3, 8, 1, 4, 2, 9, 10, 7, 7031]
Gen 4:[5, 0, 3, 3, 7, 2, 10, 9, 9, 6, 4, 2, 1, 6, 4, 5, 9, 9, 6, 4, 2, 4, 4, 5, 3, 9, 4, 2, 5, 7, 8, 6, 3, 8, 1, 4, 2, 9, 10, 7, 7031]
Gen 5:[6, 2, 3, 4, 7, 2, 10, 11, 9, 5, 4, 2, 1, 6, 7, 5, 9, 9, 7, 5, 2, 4, 2, 7, 5, 9, 5, 2, 4, 9, 3, 6, 3, 8, 2, 4, 2, 7, 10, 8, 6027]
Gen 6:[6, 2, 3, 4, 7, 2, 10, 11, 9, 5, 4, 2, 1, 6, 7, 5, 9, 9, 7, 5, 2, 4, 2, 7, 5, 9, 5, 2, 4, 9, 3, 6, 3, 8, 2, 4, 2, 7, 10, 8, 6027]
Gen 7:[6, 2, 3, 4, 7, 2, 10, 11, 9, 5, 4, 2, 1, 6, 7, 5, 9, 9, 7, 5, 2, 4, 2, 7, 5, 9, 5, 2, 4, 9, 3, 6, 3, 8, 2, 4, 2, 7, 10, 8, 6027]
Gen 8:[6, 0, 3, 3, 7, 2, 10, 9, 9, 4, 4, 1, 0, 5, 5, 5, 9, 9, 6, 4, 2, 3, 2, 7, 3, 10, 4, 2, 5, 9, 9, 6, 3, 10, 2, 8, 4, 9, 9, 7, 5029]
Gen 9:[7, 1, 5, 3, 7, 2, 10, 9, 9, 6, 4, 2, 1, 6, 4, 5, 9, 9, 6, 4, 2, 4, 4, 5, 3, 9, 3, 2, 3, 8, 9, 6, 4, 8, 2, 7, 2, 9, 9, 7, 3028]
Gen 10:[7, 1, 5, 3, 5, 2, 10, 9, 9, 6, 4, 2, 1, 6, 4, 5, 9, 9, 6, 4, 2, 4, 4, 5, 3, 9, 3, 2, 3, 8, 9, 6, 4, 8, 2, 7, 2, 9, 9, 7, 3028]
