File name: 20-35-50
Result: 49
Gen 1:[6, 2, 7, 3, 3, 6, 5, 4, 3, 4, 3, 2, 3, 2, 5, 5, 4, 5, 6, 4, 12040]
Gen 2:[6, 2, 7, 4, 7, 4, 7, 7, 6, 3, 4, 4, 4, 2, 3, 7, 2, 3, 6, 3, 11041]
Gen 3:[5, 2, 7, 4, 7, 4, 7, 7, 4, 3, 3, 3, 2, 4, 7, 5, 2, 4, 5, 3, 10042]
Gen 4:[5, 2, 7, 4, 7, 4, 7, 7, 4, 3, 3, 3, 2, 4, 7, 5, 2, 3, 7, 4, 5039]
Gen 5:[5, 2, 7, 4, 7, 4, 7, 7, 4, 3, 3, 3, 2, 4, 7, 5, 2, 3, 7, 4, 5039]
Gen 6:[5, 2, 7, 4, 7, 4, 7, 7, 4, 3, 3, 3, 2, 4, 7, 5, 2, 3, 7, 4, 5039]
Gen 7:[5, 2, 7, 4, 7, 4, 7, 7, 4, 3, 3, 3, 2, 4, 7, 5, 2, 3, 7, 4, 5039]
Gen 8:[5, 6, 8, 3, 4, 4, 6, 4, 3, 4, 3, 6, 3, 3, 3, 5, 4, 3, 6, 3, 2050]
Gen 9:[6, 4, 6, 2, 3, 6, 5, 4, 3, 2, 4, 4, 2, 3, 4, 5, 3, 5, 6, 4, 2038]
Gen 10:[6, 4, 6, 2, 3, 6, 5, 4, 3, 2, 4, 4, 2, 3, 4, 5, 3, 5, 6, 4, 2038]
Gen 11:[6, 4, 6, 2, 3, 6, 5, 4, 3, 2, 4, 4, 2, 3, 4, 5, 3, 5, 6, 4, 2038]
Gen 12:[5, 6, 6, 3, 4, 4, 6, 4, 3, 4, 3, 6, 3, 3, 3, 5, 4, 3, 6, 3, 50]
Gen 13:[5, 6, 6, 3, 4, 4, 6, 4, 3, 4, 3, 6, 3, 3, 3, 5, 4, 3, 6, 3, 50]
Gen 14:[5, 5, 6, 3, 4, 4, 6, 6, 3, 4, 3, 6, 4, 3, 4, 5, 3, 3, 6, 3, 49]
