File name: 20-35-50
Result: 47
Gen 1:[5, 3, 6, 4, 7, 4, 7, 7, 6, 5, 4, 3, 4, 1, 7, 6, 3, 4, 7, 4, 11038]
Gen 2:[5, 3, 6, 4, 7, 4, 7, 7, 6, 5, 4, 3, 4, 1, 7, 6, 3, 4, 7, 4, 11038]
Gen 3:[5, 7, 8, 4, 6, 6, 6, 4, 5, 5, 3, 4, 7, 4, 6, 7, 4, 6, 7, 3, 8052]
Gen 4:[6, 3, 7, 4, 6, 4, 5, 6, 4, 5, 3, 3, 4, 2, 3, 5, 4, 3, 6, 3, 6051]
Gen 5:[5, 7, 8, 4, 5, 4, 6, 6, 6, 5, 3, 4, 7, 4, 6, 7, 4, 6, 7, 3, 5047]
Gen 6:[5, 7, 8, 4, 5, 4, 6, 6, 6, 5, 3, 4, 7, 4, 6, 7, 4, 6, 7, 3, 5047]
Gen 7:[6, 6, 8, 4, 4, 4, 5, 4, 3, 3, 3, 5, 4, 4, 3, 5, 3, 6, 6, 3, 4052]
Gen 8:[5, 3, 6, 4, 4, 6, 6, 4, 6, 4, 4, 3, 4, 4, 3, 5, 3, 3, 6, 4, 3053]
Gen 9:[6, 6, 8, 4, 4, 4, 5, 4, 3, 3, 3, 5, 3, 4, 3, 5, 4, 6, 6, 3, 2049]
Gen 10:[6, 6, 8, 4, 4, 4, 5, 4, 3, 5, 3, 3, 3, 4, 3, 5, 4, 6, 6, 3, 2047]
Gen 11:[6, 5, 5, 5, 4, 4, 5, 6, 4, 3, 3, 5, 4, 4, 3, 6, 3, 3, 6, 4, 47]
