File name: 20-35-50
Result: 48
Gen 1:[6, 1, 5, 1, 4, 5, 5, 5, 4, 4, 3, 3, 6, 1, 3, 6, 3, 3, 5, 3, 15046]
Gen 2:[6, 6, 8, 5, 5, 4, 5, 4, 3, 4, 3, 4, 3, 0, 6, 5, 4, 3, 5, 3, 9053]
Gen 3:[6, 6, 8, 5, 5, 4, 5, 4, 3, 4, 3, 4, 3, 0, 6, 5, 4, 3, 5, 3, 9053]
Gen 4:[6, 6, 8, 5, 5, 4, 5, 4, 3, 4, 3, 4, 3, 0, 6, 5, 4, 3, 5, 3, 9053]
Gen 5:[6, 3, 8, 3, 5, 4, 5, 5, 4, 3, 3, 4, 5, 0, 4, 6, 4, 5, 5, 3, 5048]
Gen 6:[6, 3, 8, 3, 5, 4, 5, 5, 4, 3, 3, 6, 5, 0, 4, 6, 4, 5, 5, 3, 5048]
Gen 7:[6, 3, 8, 3, 5, 4, 5, 5, 4, 3, 3, 6, 5, 0, 4, 6, 4, 5, 5, 3, 5048]
Gen 8:[6, 3, 8, 3, 5, 4, 5, 5, 4, 3, 3, 6, 5, 0, 4, 6, 4, 5, 5, 3, 5048]
Gen 9:[6, 3, 7, 4, 6, 6, 6, 6, 4, 4, 3, 4, 7, 1, 3, 7, 3, 3, 7, 3, 3050]
Gen 10:[5, 3, 7, 5, 5, 6, 6, 4, 3, 4, 3, 6, 3, 3, 3, 6, 4, 6, 5, 3, 2049]
Gen 11:[5, 3, 7, 5, 5, 4, 6, 4, 3, 4, 3, 6, 3, 3, 3, 6, 4, 6, 5, 3, 2048]
Gen 12:[5, 3, 7, 5, 5, 4, 6, 4, 3, 4, 3, 6, 3, 3, 3, 6, 4, 6, 5, 3, 2048]
Gen 13:[5, 3, 7, 5, 5, 4, 6, 4, 3, 4, 3, 6, 3, 3, 4, 6, 4, 6, 5, 3, 2046]
Gen 14:[5, 3, 7, 5, 5, 4, 6, 5, 3, 4, 3, 6, 3, 3, 4, 6, 4, 6, 5, 3, 2045]
Gen 15:[5, 3, 7, 5, 5, 4, 6, 5, 3, 4, 3, 6, 3, 3, 4, 6, 4, 6, 5, 3, 2045]
Gen 16:[5, 3, 7, 5, 5, 4, 6, 5, 3, 4, 3, 6, 3, 3, 4, 6, 4, 6, 5, 3, 2045]
Gen 17:[6, 3, 6, 3, 5, 4, 5, 5, 4, 3, 3, 6, 5, 3, 3, 6, 4, 5, 5, 3, 1048]
Gen 18:[6, 3, 6, 3, 5, 4, 5, 5, 4, 3, 3, 4, 5, 3, 3, 6, 4, 5, 5, 3, 48]
