File name: 40-50-75
Result: 52
Gen 1:[6, 7, 5, 4, 7, 3, 10, 7, 8, 6, 9, 3, 2, 3, 6, 3, 1, 6, 8, 3, 4, 2, 6, 5, 6, 5, 6, 2, 7, 2, 7, 8, 6, 4, 9, 10, 3, 7, 9, 2, 34061]
Gen 2:[3, 7, 4, 5, 7, 3, 8, 6, 6, 6, 9, 5, 4, 3, 6, 4, 3, 4, 6, 2, 8, 4, 10, 6, 9, 5, 5, 4, 6, 4, 7, 8, 6, 7, 8, 9, 3, 8, 9, 1, 26059]
Gen 3:[3, 7, 4, 5, 7, 3, 8, 6, 6, 6, 9, 5, 4, 3, 6, 4, 3, 4, 6, 2, 8, 4, 10, 6, 9, 5, 5, 4, 6, 4, 7, 8, 6, 7, 8, 9, 3, 8, 9, 1, 26059]
Gen 4:[5, 7, 7, 5, 7, 3, 6, 6, 6, 6, 10, 3, 3, 2, 3, 3, 4, 3, 8, 6, 6, 4, 6, 5, 4, 5, 3, 2, 6, 4, 7, 8, 4, 2, 10, 9, 2, 5, 10, 2, 24075]
Gen 5:[5, 7, 7, 5, 7, 3, 6, 6, 6, 6, 10, 3, 3, 2, 3, 3, 4, 3, 8, 6, 6, 4, 6, 5, 4, 5, 3, 2, 6, 4, 7, 8, 4, 2, 10, 9, 2, 5, 10, 2, 24075]
Gen 6:[3, 7, 7, 9, 6, 4, 7, 5, 8, 7, 9, 6, 5, 3, 6, 5, 4, 3, 6, 7, 8, 5, 9, 5, 8, 6, 5, 2, 7, 2, 7, 6, 6, 4, 5, 9, 4, 8, 9, 1, 24064]
Gen 7:[6, 7, 7, 9, 6, 4, 7, 6, 6, 6, 9, 5, 4, 3, 3, 3, 4, 3, 8, 5, 4, 6, 10, 4, 5, 5, 3, 2, 6, 4, 7, 5, 5, 7, 9, 10, 3, 7, 9, 2, 17066]
Gen 8:[4, 7, 7, 9, 6, 4, 7, 5, 8, 7, 9, 6, 5, 3, 6, 5, 4, 5, 6, 7, 6, 3, 7, 4, 9, 8, 3, 3, 8, 4, 7, 9, 5, 5, 6, 8, 3, 9, 8, 3, 13067]
Gen 9:[4, 7, 7, 9, 6, 4, 7, 5, 8, 7, 9, 6, 5, 3, 6, 5, 4, 5, 6, 7, 6, 3, 7, 4, 9, 8, 3, 3, 8, 4, 7, 9, 5, 5, 6, 8, 3, 9, 8, 3, 13067]
Gen 10:[4, 7, 7, 9, 6, 4, 7, 5, 8, 7, 9, 6, 5, 3, 6, 5, 4, 5, 6, 7, 6, 3, 7, 4, 9, 8, 3, 3, 8, 4, 7, 9, 5, 5, 6, 8, 3, 9, 8, 3, 13067]
