File name: 20-35-50
Result: 49
Gen 1:[6, 6, 7, 4, 4, 5, 7, 7, 3, 5, 3, 3, 6, 3, 4, 5, 4, 4, 7, 3, 14045]
Gen 2:[5, 3, 7, 3, 6, 4, 6, 6, 3, 4, 3, 3, 4, 2, 5, 6, 4, 6, 5, 3, 10049]
Gen 3:[6, 5, 7, 4, 6, 4, 5, 4, 3, 4, 4, 4, 3, 2, 5, 6, 3, 3, 5, 4, 5048]
Gen 4:[6, 3, 8, 5, 3, 6, 5, 4, 4, 3, 3, 4, 5, 3, 7, 5, 4, 6, 6, 3, 5045]
Gen 5:[6, 7, 7, 3, 7, 4, 6, 4, 3, 4, 4, 4, 7, 4, 7, 6, 3, 3, 6, 4, 4054]
Gen 6:[6, 7, 7, 3, 7, 4, 6, 4, 3, 4, 4, 4, 7, 4, 7, 6, 3, 3, 6, 4, 4054]
Gen 7:[5, 6, 8, 3, 5, 5, 5, 6, 3, 4, 4, 4, 3, 3, 4, 6, 3, 4, 6, 3, 2049]
Gen 8:[6, 3, 8, 5, 3, 6, 5, 4, 4, 3, 3, 4, 5, 3, 4, 5, 4, 6, 6, 3, 2046]
Gen 9:[6, 7, 7, 4, 7, 6, 7, 4, 5, 5, 4, 4, 7, 4, 7, 5, 4, 6, 6, 3, 1049]
Gen 10:[6, 7, 7, 4, 6, 6, 7, 4, 5, 5, 4, 4, 7, 4, 7, 5, 4, 6, 6, 3, 1047]
Gen 11:[6, 7, 7, 4, 6, 6, 7, 4, 5, 5, 4, 4, 7, 4, 7, 5, 4, 6, 6, 3, 1047]
Gen 12:[6, 7, 7, 3, 7, 6, 7, 4, 3, 4, 4, 4, 7, 4, 7, 6, 3, 3, 6, 4, 49]
