File name: 20-10-15
Result: 11
Gen 1:[6, 3, 4, 3, 6, 3, 6, 2, 3, 6, 6, 5, 7, 4, 5, 4, 6, 7, 5, 5, 4010]
Gen 2:[6, 3, 4, 3, 6, 3, 6, 2, 3, 6, 6, 5, 7, 4, 5, 4, 6, 7, 5, 5, 4010]
Gen 3:[3, 4, 6, 6, 4, 3, 3, 2, 4, 4, 6, 5, 4, 3, 3, 4, 6, 6, 6, 4, 3015]
Gen 4:[3, 4, 6, 5, 3, 3, 5, 3, 4, 3, 6, 5, 3, 3, 5, 4, 6, 9, 5, 4, 3011]
Gen 5:[6, 3, 3, 4, 5, 4, 5, 3, 3, 6, 6, 5, 7, 4, 5, 4, 6, 6, 6, 5, 2011]
Gen 6:[6, 3, 3, 4, 5, 4, 5, 3, 3, 6, 6, 5, 7, 4, 5, 4, 6, 6, 6, 5, 2011]
Gen 7:[3, 4, 3, 3, 4, 6, 4, 3, 4, 5, 5, 6, 6, 4, 5, 4, 6, 6, 5, 6, 1012]
Gen 8:[6, 3, 4, 3, 6, 3, 6, 4, 3, 5, 6, 5, 7, 4, 5, 4, 6, 6, 5, 5, 1011]
Gen 9:[6, 3, 4, 3, 6, 3, 6, 4, 3, 5, 6, 5, 7, 4, 5, 4, 6, 6, 5, 5, 1011]
Gen 10:[6, 3, 4, 3, 6, 3, 5, 3, 3, 6, 6, 5, 7, 4, 5, 4, 6, 6, 6, 5, 1011]
Gen 11:[6, 3, 4, 3, 6, 3, 5, 3, 4, 3, 6, 6, 6, 4, 5, 4, 6, 6, 5, 5, 1011]
Gen 12:[3, 4, 3, 3, 4, 6, 4, 3, 3, 5, 5, 5, 6, 4, 5, 4, 6, 6, 5, 6, 11]
