File name: 40-50-75
Result: 62
Gen 1:[3, 7, 5, 4, 7, 3, 10, 5, 6, 8, 9, 6, 4, 3, 5, 4, 4, 6, 8, 4, 6, 2, 8, 3, 6, 8, 2, 4, 5, 2, 7, 10, 4, 7, 5, 10, 4, 5, 8, 4, 44059]
Gen 2:[6, 7, 4, 5, 7, 4, 6, 6, 9, 6, 8, 4, 4, 3, 5, 3, 3, 3, 6, 5, 4, 2, 8, 5, 6, 5, 4, 4, 8, 2, 7, 6, 6, 6, 11, 7, 4, 7, 8, 3, 27072]
Gen 3:[6, 7, 4, 5, 7, 4, 6, 6, 9, 6, 8, 4, 4, 3, 5, 3, 3, 3, 6, 5, 4, 2, 8, 5, 6, 5, 4, 4, 8, 2, 7, 6, 6, 6, 11, 7, 4, 7, 8, 3, 27072]
Gen 4:[3, 7, 5, 4, 7, 3, 10, 6, 8, 6, 8, 6, 3, 3, 4, 4, 1, 4, 6, 4, 6, 2, 8, 6, 8, 7, 3, 4, 8, 4, 7, 9, 4, 5, 5, 8, 4, 5, 8, 4, 18064]
Gen 5:[3, 7, 5, 4, 7, 3, 10, 6, 8, 6, 8, 6, 3, 3, 4, 4, 1, 4, 6, 4, 6, 2, 8, 6, 8, 7, 3, 4, 8, 4, 7, 9, 4, 5, 5, 8, 4, 5, 8, 4, 18064]
Gen 6:[6, 7, 4, 5, 7, 4, 6, 6, 7, 5, 8, 4, 4, 3, 5, 3, 3, 3, 6, 5, 4, 2, 8, 5, 6, 5, 4, 4, 8, 3, 7, 7, 4, 6, 8, 9, 3, 7, 8, 3, 15072]
Gen 7:[6, 7, 4, 5, 7, 4, 6, 6, 7, 5, 8, 4, 4, 3, 5, 3, 3, 3, 6, 5, 4, 2, 8, 5, 6, 5, 4, 4, 8, 3, 7, 7, 4, 6, 8, 9, 3, 7, 8, 3, 15072]
Gen 8:[6, 7, 4, 5, 7, 4, 6, 6, 7, 5, 8, 4, 4, 3, 5, 3, 3, 3, 6, 5, 4, 2, 8, 5, 6, 5, 4, 4, 8, 3, 7, 7, 4, 6, 8, 9, 3, 7, 8, 3, 15072]
Gen 9:[3, 7, 5, 4, 7, 4, 6, 6, 7, 5, 8, 4, 4, 3, 5, 3, 3, 4, 6, 4, 6, 2, 8, 6, 8, 7, 3, 4, 8, 4, 7, 9, 4, 5, 5, 8, 4, 5, 8, 4, 12073]
Gen 10:[3, 7, 4, 5, 7, 3, 6, 6, 8, 3, 7, 3, 4, 3, 5, 3, 3, 3, 6, 5, 4, 5, 8, 6, 4, 8, 6, 4, 6, 3, 7, 9, 5, 6, 5, 8, 4, 5, 8, 2, 4074]
