File name: 40-10-15
Result: 15
Gen 1:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 5, 4, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 5, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 2:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 3, 3, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 5, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 3:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 3, 3, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 5, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 4:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 3, 3, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 5, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 5:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 3, 3, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 5, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 6:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 3, 3, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 5, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 7:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 3, 3, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 5, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 8:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 3, 3, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 5, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 9:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 3, 3, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 5, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 10:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 3, 3, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 5, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 11:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 3, 3, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 5, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 12:[7, 7, 2, 2, 9, 10, 5, 7, 4, 4, 11, 9, 8, 7, 11, 5, 4, 5, 2, 8, 6, 10, 3, 6, 2, 8, 6, 6, 9, 3, 5, 2, 10, 5, 10, 1, 7, 10, 4, 9, 3015]
Gen 13:[5, 6, 2, 2, 10, 9, 4, 6, 4, 3, 9, 8, 10, 9, 11, 3, 3, 6, 2, 8, 5, 9, 4, 6, 2, 7, 7, 6, 9, 3, 5, 2, 10, 2, 8, 2, 8, 7, 6, 8, 1015]
Gen 14:[5, 6, 2, 2, 10, 9, 4, 6, 4, 3, 9, 8, 10, 9, 11, 3, 3, 5, 2, 8, 5, 9, 4, 6, 2, 7, 7, 6, 9, 3, 5, 2, 10, 2, 8, 2, 8, 7, 6, 8, 1014]
Gen 15:[5, 6, 2, 2, 10, 9, 4, 6, 4, 3, 9, 8, 10, 9, 11, 3, 3, 5, 2, 8, 5, 9, 4, 6, 2, 7, 7, 6, 9, 3, 5, 2, 10, 2, 8, 2, 8, 7, 6, 8, 1014]
Gen 16:[5, 6, 2, 2, 10, 9, 4, 6, 4, 3, 9, 8, 10, 9, 11, 3, 3, 5, 2, 8, 5, 9, 4, 6, 2, 7, 7, 6, 9, 3, 5, 2, 10, 2, 8, 2, 8, 7, 6, 8, 1014]
Gen 17:[5, 6, 2, 2, 10, 9, 4, 6, 4, 3, 9, 8, 10, 9, 10, 3, 3, 5, 2, 8, 5, 9, 4, 6, 2, 7, 7, 6, 9, 3, 5, 2, 10, 2, 8, 2, 8, 7, 6, 8, 15]
