File name: 40-35-50
Result: 46
Gen 1:[9, 3, 2, 5, 2, 2, 12, 8, 7, 8, 8, 6, 7, 5, 8, 3, 4, 8, 12, 9, 4, 8, 12, 3, 4, 10, 8, 5, 6, 1, 0, 8, 12, 4, 6, 2, 7, 11, 7, 6, 12047]
Gen 2:[9, 3, 2, 5, 2, 2, 12, 8, 7, 8, 8, 6, 7, 5, 8, 3, 4, 8, 12, 9, 4, 8, 12, 3, 4, 10, 8, 5, 6, 1, 0, 8, 12, 4, 6, 2, 7, 11, 7, 6, 12047]
Gen 3:[9, 3, 2, 5, 2, 2, 12, 8, 7, 8, 8, 6, 7, 5, 8, 3, 4, 8, 12, 9, 4, 8, 12, 3, 4, 10, 8, 5, 6, 1, 0, 8, 12, 4, 6, 2, 7, 11, 7, 6, 12047]
Gen 4:[9, 3, 2, 5, 2, 2, 12, 8, 7, 8, 8, 6, 7, 5, 8, 3, 4, 8, 12, 9, 4, 8, 12, 3, 4, 10, 8, 5, 6, 1, 0, 8, 12, 4, 6, 2, 7, 11, 7, 6, 12047]
Gen 5:[9, 3, 2, 5, 2, 2, 12, 8, 7, 8, 8, 6, 7, 5, 8, 3, 4, 8, 12, 9, 4, 8, 12, 3, 4, 10, 8, 5, 6, 1, 0, 8, 12, 4, 6, 2, 7, 11, 7, 6, 12047]
Gen 6:[9, 3, 2, 5, 2, 2, 12, 8, 7, 8, 8, 6, 7, 5, 8, 3, 4, 8, 12, 9, 4, 8, 12, 3, 4, 10, 8, 5, 6, 1, 0, 8, 12, 4, 6, 2, 7, 11, 7, 6, 12047]
Gen 7:[9, 8, 2, 5, 2, 2, 12, 8, 7, 8, 8, 6, 7, 5, 8, 3, 4, 8, 12, 9, 4, 8, 12, 3, 4, 10, 6, 3, 6, 2, 2, 9, 10, 5, 6, 2, 7, 8, 5, 3, 10048]
Gen 8:[9, 8, 2, 5, 2, 2, 12, 8, 7, 8, 8, 6, 7, 5, 8, 3, 4, 8, 12, 9, 4, 8, 12, 3, 4, 10, 6, 3, 6, 2, 2, 9, 10, 5, 6, 2, 7, 8, 5, 3, 10048]
Gen 9:[9, 8, 2, 5, 2, 2, 12, 8, 7, 8, 8, 6, 7, 5, 8, 3, 4, 8, 12, 9, 4, 8, 12, 3, 4, 10, 6, 3, 6, 2, 2, 9, 10, 5, 6, 2, 7, 8, 5, 3, 10048]
Gen 10:[9, 8, 2, 5, 2, 2, 12, 8, 7, 8, 8, 6, 7, 5, 8, 3, 4, 8, 12, 9, 4, 8, 12, 3, 4, 10, 6, 3, 6, 2, 2, 9, 10, 5, 6, 2, 7, 8, 5, 3, 10048]
Gen 11:[9, 8, 2, 5, 2, 2, 12, 8, 7, 8, 8, 6, 7, 5, 8, 3, 4, 8, 12, 9, 4, 8, 12, 3, 4, 10, 6, 3, 6, 2, 2, 9, 10, 5, 6, 2, 7, 8, 5, 3, 10048]
