50 954
0 1 21.925846777904408
0 2 44.81239426309807
0 4 8.153204295113376
0 6 35.83419746296926
0 7 17.107809937777166
0 8 45.113687235478345
0 9 9.08060499441786
0 10 40.77285044381978
0 11 3.337538910311737
0 14 24.28233098991835
0 15 35.719465008372524
0 17 91.30483269902045
0 18 43.55418716368953
0 19 66.82555563442871
0 20 79.69488054592006
0 22 9.374726340907268
0 25 90.47511239527795
0 26 83.5445466008732
0 27 87.24808338268282
0 30 6.454589713698645
0 31 10.108020243069493
0 32 97.07961810924338
0 34 67.9500251726359
0 35 49.11315380708124
0 36 82.08467173517326
0 37 33.9909845509319
0 40 100.05821884202274
0 41 67.58013291827557
0 42 14.76198098661431
0 43 32.8598061771673
0 44 57.773050983522815
0 45 15.35880607310268
0 48 50.585397781971054
0 49 35.13506348908252
1 3 60.535721696505995
1 5 57.43676543071787
1 6 97.71349249527962
1 9 8.503144432030107
1 10 84.656347866057
1 13 66.07191338345321
1 17 72.73882421599957
1 18 33.875916353617825
1 19 96.31243207687231
1 20 12.81210745383648
1 21 20.860500617222964
1 23 11.95165681806992
1 25 49.85491299087493
1 26 48.08922458272722
1 27 25.623976813460207
1 28 70.49198807575807
1 29 90.27906906854344
1 30 94.45656583863078
1 32 94.06488993918522
1 33 51.35559302582267
1 35 98.81688951353279
1 36 41.62224832833994
1 37 33.27800827225915
1 38 15.303420534793213
1 39 40.1416268980392
1 40 28.722462954410346
1 41 96.53985329504394
1 43 62.961530428640394
1 44 71.19247328976208
1 45 22.36202036057847
1 46 58.75628011632886
1 47 38.28521726334874
1 48 16.548083865998933
2 3 78.52751593854856
2 5 72.6913287867608
2 7 37.486517200863595
2 8 75.56385166346018
2 10 54.66953124556424
2 11 41.09561817540478
2 12 11.520852600387661
2 13 8.976816795947594
2 15 21.90619902967114
2 16 54.128639776480185
2 18 31.82112071561054
2 20 96.6949833215215
2 22 50.28457517123694
2 23 72.03497640062464
2 24 8.52426601160523
2 25 3.2275208304141985
2 27 17.298412356115794
