10 33
0 2 2.3497857103471596
0 4 88.34341071305494
0 5 40.05987161625375
0 8 42.96243017640327
0 9 7.83259347066525
1 3 31.151914878496424
1 4 58.57935535798389
1 6 27.434477831884482
1 7 12.988018467078787
1 8 10.053459552962787
1 9 71.18202378325437
2 5 99.27199016278662
2 8 1.8276411093354694
2 9 79.22755255347035
3 5 62.37666339791241
3 6 8.620729987170868
3 7 28.081470831718626
3 8 69.93635131713023
3 9 63.1619420096212
4 5 90.66343651957148
4 6 7.630987488363591
4 8 21.14993184957813
4 9 7.828496508078187
5 6 74.92478666515485
5 7 76.84089936145251
5 8 18.50836354468299
5 9 99.39008508075283
6 7 37.893363865956935
6 8 33.48773255491717
6 9 12.688098666779805
7 8 15.109275678504801
7 9 36.77457015949382
8 9 78.6395092644139
