Name: 10-20-30
Gen0: 2 2
Gen1: 4 2
Gen2: 2 2
Gen3: 4 2
Gen4: 10 2
Gen5: 0 0
Gen6: 6 0
Gen7: 8 0
Gen8: 8 0
Gen9: 10 0
Gen10: 4 0
Gen11: 6 0
Gen12: 2012 0
Gen13: 2 0
Gen14: 10020 0
Gen15: 10 0
Gen16: 4 0
Gen17: 8018 0
Gen18: 2 0
Gen19: 2 0
Gen20: 4 0
Gen21: 2 0
Gen22: 4 0
Gen23: 10 0
Gen24: 10 0
Gen25: 0 0
Gen26: 6 0
Gen27: 8 0
Gen28: 8 0
Gen29: 6 0
Gen30: 6 0
Gen31: 0 0
Gen32: 6 0
Gen33: 10020 0
Gen34: 10020 0
Gen35: 10 0
Gen36: 4 0
Gen37: 8018 0
Gen38: 2 0
Gen39: 4 0
Gen40: 4 0
Gen41: 2 0
Gen42: 4 0
Gen43: 10 0
Gen44: 10 0
Gen45: 0 0
Gen46: 6 0
Gen47: 4 0
Gen48: 10 0
Gen49: 6 0
Gen50: 6 0
Gen51: 0 0
Gen52: 6 0
Gen53: 10020 0
Gen54: 10020 0
Gen55: 10 0
Gen56: 4 0
Gen57: 6 0
Gen58: 10020 0
Gen59: 4 0
Gen60: 4 0
Gen61: 2 0
Gen62: 4 0
Gen63: 10 0
Gen64: 10 0
Gen65: 0 0
Gen66: 2 0
Gen67: 4 0
Gen68: 10 0
Gen69: 6 0
Gen70: 6 0
Gen71: 0 0
Gen72: 6 0
Gen73: 10020 0
Gen74: 10020 0
Gen75: 10 0
Gen76: 2012 0
Gen77: 6 0
Gen78: 10020 0
Gen79: 4 0
Gen80: 4 0
Gen81: 2 0
Gen82: 4 0
Gen83: 10 0
Gen84: 10 0
Gen85: 0 0
Gen86: 2 0
Gen87: 4 0
Gen88: 10 0
Gen89: 6 0
Gen90: 6 0
Gen91: 0 0
Gen92: 6 0
Gen93: 10020 0
Gen94: 10020 0
Gen95: 10 0
Gen96: 2012 0
Gen97: 6 0
Gen98: 10020 0
Gen99: 4 0
Gen100: 4 0
Gen101: 2 0
Gen102: 4 0
Gen103: 10 0
Gen104: 10 0
Gen105: 0 0
Gen106: 2 0
Gen107: 4 0
Gen108: 10 0
Gen109: 6 0
Gen110: 6 0
Gen111: 0 0
Gen112: 6 0
Gen113: 10020 0
Gen114: 10020 0
Gen115: 10 0
Gen116: 2012 0
Gen117: 6 0
Gen118: 10020 0
Gen119: 4 0
Gen120: 4 0
Gen121: 2 0
Gen122: 4 0
Gen123: 10 0
Gen124: 10 0
Gen125: 0 0
Gen126: 2 0
Gen127: 4 0
Gen128: 10 0
Gen129: 6 0
Gen130: 6 0
Gen131: 0 0
Gen132: 6 0
Gen133: 10020 0
Gen134: 10020 0
Gen135: 10 0
Gen136: 2012 0
Gen137: 6 0
Gen138: 10020 0
Gen139: 4 0
Gen140: 4 0
Gen141: 2 0
Gen142: 4 0
Gen143: 10 0
Gen144: 10 0
Gen145: 0 0
Gen146: 2 0
Gen147: 4 0
Gen148: 10 0
Gen149: 6 0
Gen150: 6 0
Gen151: 0 0
Gen152: 6 0
Gen153: 10020 0
Gen154: 10020 0
Gen155: 10 0
Gen156: 2012 0
Gen157: 6 0
Gen158: 10020 0
Gen159: 4 0
Gen160: 4 0
Gen161: 2 0
Gen162: 4 0
Gen163: 10 0
Gen164: 10 0
Gen165: 0 0
Gen166: 2 0
Gen167: 4 0
Gen168: 10 0
Gen169: 6 0
Gen170: 6 0
Gen171: 0 0
Gen172: 6 0
Gen173: 10020 0
Gen174: 10020 0
Gen175: 10 0
Gen176: 2012 0
Gen177: 6 0
Gen178: 10020 0
Gen179: 4 0
Gen180: 4 0
Gen181: 2 0
Gen182: 4 0
Gen183: 10 0
Gen184: 10 0
Gen185: 0 0
Gen186: 2 0
Gen187: 4 0
Gen188: 10 0
Gen189: 6 0
Gen190: 6 0
Gen191: 0 0
Gen192: 6 0
Gen193: 10020 0
Gen194: 10020 0
Gen195: 10 0
Gen196: 2012 0
Gen197: 6 0
Gen198: 10020 0
Gen199: 4 0
Gen200: 4 0
Gen201: 2 0
Gen202: 4 0
Gen203: 10 0
Gen204: 10 0
Gen205: 0 0
Gen206: 2 0
Gen207: 4 0
Gen208: 10 0
Gen209: 6 0
Gen210: 6 0
Gen211: 0 0
Gen212: 6 0
Gen213: 10020 0
Gen214: 10020 0
Gen215: 10 0
Gen216: 2012 0
Gen217: 6 0
Gen218: 10020 0
Gen219: 4 0
Gen220: 4 0
Gen221: 2 0
Gen222: 4 0
Gen223: 10 0
