Name: 800-40-60
Gen0: 10030 10030
Gen1: 4022 4022
Gen2: 2022 2022
Gen3: 1021 1021
Gen4: 20 20
Gen5: 20 20
Gen6: 20 20
Gen7: 20 20
Gen8: 20 20
Gen9: 20 20
Gen10: 20 20
Gen11: 20 20
Gen12: 20 20
Gen13: 20 20
Gen14: 15045 20
Gen15: 10050 20
Gen16: 8052 20
Gen17: 6054 20
Gen18: 5055 20
Gen19: 4056 20
Gen20: 3057 20
Gen21: 3057 20
Gen22: 3057 20
Gen23: 3057 20
Gen24: 3057 20
Gen25: 3057 20
Gen26: 3057 20
Gen27: 3057 20
Gen28: 3057 20
Gen29: 3057 20
Gen30: 15035 20
Gen31: 10025 20
Gen32: 7025 20
Gen33: 5022 20
Gen34: 3022 20
Gen35: 2021 20
Gen36: 2021 20
Gen37: 2021 20
Gen38: 2021 20
Gen39: 2021 20
Gen40: 2021 20
Gen41: 2021 20
Gen42: 2021 20
Gen43: 2021 20
Gen44: 2021 20
Gen45: 13033 20
Gen46: 11026 20
Gen47: 8025 20
Gen48: 6023 20
Gen49: 4022 20
Gen50: 3021 20
Gen51: 2021 20
Gen52: 1021 20
Gen53: 1021 20
Gen54: 1021 20
Gen55: 1021 20
Gen56: 1021 20
Gen57: 1021 20
Gen58: 1021 20
Gen59: 1021 20
Gen60: 1021 20
Gen61: 1021 20
Gen62: 25042 20
Gen63: 21046 20
Gen64: 18049 20
Gen65: 15052 20
Gen66: 12055 20
Gen67: 9058 20
Gen68: 7058 20
Gen69: 5058 20
Gen70: 3058 20
Gen71: 1060 20
Gen72: 1060 20
Gen73: 1060 20
Gen74: 1060 20
Gen75: 1060 20
Gen76: 1060 20
Gen77: 1060 20
Gen78: 1060 20
Gen79: 1060 20
Gen80: 1060 20
Gen81: 12032 20
Gen82: 4022 20
Gen83: 2022 20
Gen84: 20 20
Gen85: 20 20
Gen86: 20 20
Gen87: 20 20
Gen88: 20 20
Gen89: 20 20
Gen90: 20 20
Gen91: 20 20
Gen92: 20 20
Gen93: 20 20
Gen94: 16029 20
Gen95: 12025 20
Gen96: 9023 20
Gen97: 8021 20
Gen98: 7021 20
Gen99: 6021 20
Gen100: 5021 20
Gen101: 5020 20
Gen102: 4020 20
Gen103: 3020 20
Gen104: 3020 20
Gen105: 3020 20
Gen106: 3020 20
Gen107: 3020 20
Gen108: 3020 20
Gen109: 3020 20
Gen110: 3020 20
Gen111: 3020 20
Gen112: 3020 20
Gen113: 29044 20
Gen114: 23047 20
Gen115: 19051 20
Gen116: 15055 20
Gen117: 12058 20
Gen118: 9061 20
Gen119: 7061 20
Gen120: 5063 20
Gen121: 4062 20
Gen122: 4062 20
Gen123: 4062 20
Gen124: 4062 20
Gen125: 4062 20
Gen126: 4062 20
Gen127: 4062 20
Gen128: 4062 20
Gen129: 4062 20
Gen130: 4062 20
Gen131: 5025 20
Gen132: 3022 20
Gen133: 2021 20
Gen134: 1021 20
Gen135: 20 20
Gen136: 20 20
Gen137: 20 20
Gen138: 20 20
Gen139: 20 20
Gen140: 20 20
Gen141: 20 20
Gen142: 20 20
Gen143: 20 20
Gen144: 20 20
Gen145: 17035 20
Gen146: 13026 20
Gen147: 8025 20
Gen148: 4022 20
Gen149: 3021 20
Gen150: 2021 20
Gen151: 1021 20
Gen152: 1021 20
Gen153: 1021 20
Gen154: 1021 20
Gen155: 1021 20
Gen156: 1021 20
Gen157: 1021 20
Gen158: 1021 20
Gen159: 1021 20
Gen160: 1021 20
Gen161: 4024 20
Gen162: 2021 20
Gen163: 1021 20
Gen164: 1021 20
Gen165: 1021 20
Gen166: 1021 20
Gen167: 1021 20
Gen168: 1021 20
Gen169: 1021 20
Gen170: 1021 20
Gen171: 1021 20
Gen172: 1021 20
Gen173: 12031 20
Gen174: 6023 20
Gen175: 3021 20
Gen176: 2020 20
Gen177: 1020 20
Gen178: 1020 20
Gen179: 1020 20
Gen180: 1020 20
Gen181: 1020 20
Gen182: 1020 20
Gen183: 1020 20
Gen184: 1020 20
Gen185: 1020 20
Gen186: 1020 20
Gen187: 36047 20
Gen188: 31047 20
Gen189: 25047 20
Gen190: 20047 20
Gen191: 17050 20
Gen192: 14053 20
Gen193: 12053 20
Gen194: 10055 20
Gen195: 8057 20
Gen196: 6059 20
Gen197: 4061 20
Gen198: 3060 20
Gen199: 2059 20
Gen200: 1059 20
Gen201: 60 20
Gen202: 60 20
Gen203: 60 20
Gen204: 60 20
Gen205: 60 20
Gen206: 60 20
Gen207: 60 20
Gen208: 60 20
Gen209: 60 20
Gen210: 60 20
Gen211: 29050 20
Gen212: 18061 20
Gen213: 14055 20
Gen214: 11054 20
Gen215: 8057 20
Gen216: 6059 20
Gen217: 4061 20
Gen218: 3062 20
Gen219: 3062 20
Gen220: 3062 20
Gen221: 3062 20
Gen222: 3062 20
Gen223: 3062 20
Gen224: 3062 20
Gen225: 3062 20
Gen226: 3062 20
Gen227: 3062 20
Gen228: 12032 20
Gen229: 10026 20
Gen230: 6026 20
Gen231: 4022 20
Gen232: 3022 20
Gen233: 3022 20
Gen234: 3022 20
Gen235: 3022 20
Gen236: 3022 20
Gen237: 3022 20
Gen238: 3022 20
Gen239: 3022 20
Gen240: 3022 20
Gen241: 3022 20
Gen242: 25046 20
Gen243: 19032 20
Gen244: 15031 20
Gen245: 11028 20
Gen246: 9026 20
Gen247: 8026 20
Gen248: 7026 20
Gen249: 6025 20
Gen250: 6025 20
Gen251: 6025 20
Gen252: 6025 20
Gen253: 6025 20
Gen254: 6025 20
Gen255: 6025 20
Gen256: 6025 20
Gen257: 6025 20
Gen258: 6025 20
Gen259: 23046 20
Gen260: 18051 20
Gen261: 15054 20
Gen262: 13055 20
Gen263: 11057 20
Gen264: 10056 20
Gen265: 9057 20
Gen266: 8058 20
Gen267: 7059 20
Gen268: 7059 20
Gen269: 7059 20
Gen270: 7059 20
Gen271: 7059 20
Gen272: 7059 20
Gen273: 7059 20
Gen274: 7059 20
Gen275: 7059 20
Gen276: 7059 20
Gen277: 33043 20
Gen278: 24043 20
Gen279: 18031 20
Gen280: 13031 20
Gen281: 10027 20
Gen282: 8025 20
Gen283: 5022 20
Gen284: 3021 20
Gen285: 2021 20
Gen286: 1021 20
Gen287: 20 20
Gen288: 20 20
Gen289: 20 20
Gen290: 20 20
Gen291: 20 20
Gen292: 20 20
Gen293: 20 20
Gen294: 20 20
Gen295: 20 20
Gen296: 20 20
Gen297: 19041 20
Gen298: 11049 20
Gen299: 7053 20
Gen300: 5055 20
