Name: 800-20-30
Gen0: 25026 25026
Gen1: 21026 21026
Gen2: 18029 18029
Gen3: 15029 15029
Gen4: 13030 13030
Gen5: 12030 12030
Gen6: 11031 11031
Gen7: 10032 10032
Gen8: 9033 9033
Gen9: 9033 9033
Gen10: 9033 9033
Gen11: 9033 9033
Gen12: 9033 9033
Gen13: 9033 9033
Gen14: 9033 9033
Gen15: 9033 9033
Gen16: 9033 9033
Gen17: 9033 9033
Gen18: 13021 9033
Gen19: 9028 9028
Gen20: 7030 7030
Gen21: 6031 6031
Gen22: 5032 5032
Gen23: 4033 4033
Gen24: 4033 4033
Gen25: 4033 4033
Gen26: 4033 4033
Gen27: 4033 4033
Gen28: 4033 4033
Gen29: 4033 4033
Gen30: 4033 4033
Gen31: 4033 4033
Gen32: 4033 4033
Gen33: 20021 4033
Gen34: 16019 4033
Gen35: 14019 4033
Gen36: 13016 4033
Gen37: 12016 4033
Gen38: 11015 4033
Gen39: 10015 4033
Gen40: 9015 4033
Gen41: 8015 4033
Gen42: 8015 4033
Gen43: 8015 4033
Gen44: 8015 4033
Gen45: 8015 4033
Gen46: 8015 4033
Gen47: 8015 4033
Gen48: 8015 4033
Gen49: 8015 4033
Gen50: 8015 4033
Gen51: 19029 4033
Gen52: 13032 4033
Gen53: 10032 4033
Gen54: 7032 4033
Gen55: 5033 4033
Gen56: 4031 4031
Gen57: 3032 3032
Gen58: 3032 3032
Gen59: 3032 3032
Gen60: 3032 3032
Gen61: 3032 3032
Gen62: 3032 3032
Gen63: 3032 3032
Gen64: 3032 3032
Gen65: 3032 3032
Gen66: 3032 3032
Gen67: 14029 3032
Gen68: 12031 3032
Gen69: 11031 3032
Gen70: 10031 3032
Gen71: 9032 3032
Gen72: 8033 3032
Gen73: 7034 3032
Gen74: 7033 3032
Gen75: 6031 3032
Gen76: 6031 3032
Gen77: 6031 3032
Gen78: 5031 3032
Gen79: 4031 3032
Gen80: 3031 3031
Gen81: 3031 3031
Gen82: 3031 3031
Gen83: 3031 3031
Gen84: 3031 3031
Gen85: 3031 3031
Gen86: 3031 3031
Gen87: 3031 3031
Gen88: 3031 3031
Gen89: 3031 3031
Gen90: 17024 3031
Gen91: 14027 3031
Gen92: 12027 3031
Gen93: 10028 3031
Gen94: 8030 3031
Gen95: 7029 3031
Gen96: 6029 3031
Gen97: 5029 3031
Gen98: 4030 3031
Gen99: 3031 3031
Gen100: 3031 3031
Gen101: 3031 3031
Gen102: 3031 3031
Gen103: 3031 3031
Gen104: 3031 3031
Gen105: 3031 3031
Gen106: 3031 3031
Gen107: 3031 3031
Gen108: 3031 3031
Gen109: 18024 3031
Gen110: 14020 3031
Gen111: 11017 3031
Gen112: 9014 3031
Gen113: 7014 3031
Gen114: 6012 3031
Gen115: 5012 3031
Gen116: 4012 3031
Gen117: 4012 3031
Gen118: 4012 3031
Gen119: 4012 3031
Gen120: 4012 3031
Gen121: 4012 3031
Gen122: 4012 3031
Gen123: 4012 3031
Gen124: 4012 3031
Gen125: 4012 3031
Gen126: 21021 3031
Gen127: 17025 3031
Gen128: 15025 3031
Gen129: 12025 3031
Gen130: 10027 3031
Gen131: 8029 3031
Gen132: 7029 3031
Gen133: 6029 3031
Gen134: 5030 3031
Gen135: 4031 3031
Gen136: 4031 3031
Gen137: 4031 3031
Gen138: 4031 3031
Gen139: 4031 3031
Gen140: 4031 3031
Gen141: 4031 3031
Gen142: 4031 3031
Gen143: 4031 3031
Gen144: 4031 3031
Gen145: 15024 3031
Gen146: 12027 3031
Gen147: 11028 3031
Gen148: 10029 3031
Gen149: 9030 3031
