Name: 400-50-80
Gen0: 31059 31059
Gen1: 15043 15043
Gen2: 9037 9037
Gen3: 7035 7035
Gen4: 6035 6035
Gen5: 5034 5034
Gen6: 5034 5034
Gen7: 5034 5034
Gen8: 5034 5034
Gen9: 5034 5034
Gen10: 5034 5034
Gen11: 5034 5034
Gen12: 5034 5034
Gen13: 5034 5034
Gen14: 5034 5034
Gen15: 45058 5034
Gen16: 35053 5034
Gen17: 26046 5034
Gen18: 22046 5034
Gen19: 19041 5034
Gen20: 14040 5034
Gen21: 12040 5034
Gen22: 10036 5034
Gen23: 8036 5034
Gen24: 8036 5034
Gen25: 8036 5034
Gen26: 8036 5034
Gen27: 8036 5034
Gen28: 8036 5034
Gen29: 8036 5034
Gen30: 8036 5034
Gen31: 8036 5034
Gen32: 8036 5034
Gen33: 46055 5034
Gen34: 37049 5034
Gen35: 28049 5034
Gen36: 19082 5034
Gen37: 15082 5034
Gen38: 13084 5034
Gen39: 12084 5034
Gen40: 11084 5034
Gen41: 10084 5034
Gen42: 9084 5034
Gen43: 6083 5034
Gen44: 4082 4082
Gen45: 2081 2081
Gen46: 2081 2081
Gen47: 2081 2081
Gen48: 2081 2081
Gen49: 2081 2081
Gen50: 2081 2081
Gen51: 2081 2081
Gen52: 2081 2081
Gen53: 2081 2081
Gen54: 2081 2081
Gen55: 17045 2081
Gen56: 9035 2081
Gen57: 4032 2081
Gen58: 2032 2032
Gen59: 2031 2031
Gen60: 2031 2031
Gen61: 2031 2031
Gen62: 2031 2031
Gen63: 2031 2031
Gen64: 2031 2031
Gen65: 2031 2031
Gen66: 2031 2031
Gen67: 2031 2031
Gen68: 2031 2031
Gen69: 32061 2031
Gen70: 24069 2031
Gen71: 19074 2031
Gen72: 15078 2031
Gen73: 11082 2031
Gen74: 9084 2031
Gen75: 8085 2031
Gen76: 8085 2031
Gen77: 8085 2031
Gen78: 8085 2031
Gen79: 8085 2031
Gen80: 8085 2031
Gen81: 8085 2031
Gen82: 8085 2031
Gen83: 8085 2031
Gen84: 8085 2031
Gen85: 18064 2031
Gen86: 11071 2031
Gen87: 7075 2031
Gen88: 3079 2031
Gen89: 1081 1081
Gen90: 1081 1081
Gen91: 1081 1081
Gen92: 1081 1081
Gen93: 1081 1081
Gen94: 1081 1081
Gen95: 1081 1081
Gen96: 1081 1081
Gen97: 1081 1081
Gen98: 1081 1081
Gen99: 20049 1081
Gen100: 14043 1081
Gen101: 10039 1081
Gen102: 9036 1081
Gen103: 8035 1081
Gen104: 8035 1081
Gen105: 8035 1081
Gen106: 8035 1081
Gen107: 8035 1081
Gen108: 8035 1081
Gen109: 8035 1081
Gen110: 8035 1081
Gen111: 8035 1081
Gen112: 8035 1081
Gen113: 3033 1081
Gen114: 1031 1031
Gen115: 30 30
Gen116: 30 30
Gen117: 30 30
Gen118: 30 30
Gen119: 30 30
Gen120: 30 30
Gen121: 30 30
Gen122: 30 30
Gen123: 30 30
Gen124: 30 30
Gen125: 23057 30
Gen126: 15065 30
Gen127: 10070 30
Gen128: 7073 30
Gen129: 4076 30
Gen130: 2078 30
Gen131: 1079 30
Gen132: 80 30
Gen133: 80 30
Gen134: 80 30
Gen135: 80 30
Gen136: 80 30
Gen137: 80 30
Gen138: 80 30
Gen139: 80 30
Gen140: 80 30
Gen141: 80 30
Gen142: 34057 30
Gen143: 25043 30
Gen144: 25039 30
Gen145: 25039 30
Gen146: 25039 30
Gen147: 25039 30
Gen148: 25039 30
Gen149: 25039 30
Gen150: 25039 30
Gen151: 25039 30
Gen152: 25039 30
Gen153: 25039 30
Gen154: 19049 30
Gen155: 17042 30
Gen156: 15038 30
Gen157: 14037 30
Gen158: 13037 30
Gen159: 11037 30
Gen160: 10037 30
Gen161: 10035 30
Gen162: 10035 30
Gen163: 10035 30
Gen164: 10035 30
Gen165: 10035 30
Gen166: 10035 30
Gen167: 10035 30
Gen168: 10035 30
Gen169: 10035 30
Gen170: 10035 30
Gen171: 24054 30
Gen172: 15043 30
Gen173: 7033 30
Gen174: 6032 30
Gen175: 6032 30
Gen176: 6032 30
Gen177: 6032 30
Gen178: 6032 30
Gen179: 6032 30
Gen180: 6032 30
Gen181: 6032 30
Gen182: 6032 30
Gen183: 6032 30
Gen184: 20043 30
Gen185: 7034 30
Gen186: 5034 30
Gen187: 4033 30
Gen188: 1031 30
Gen189: 30 30
Gen190: 30 30
Gen191: 30 30
Gen192: 30 30
Gen193: 30 30
Gen194: 30 30
Gen195: 30 30
Gen196: 30 30
Gen197: 30 30
Gen198: 30 30
Gen199: 28052 30
Gen200: 16039 30
Gen201: 11039 30
Gen202: 7035 30
Gen203: 5035 30
Gen204: 4034 30
Gen205: 3033 30
Gen206: 3033 30
Gen207: 3033 30
Gen208: 3033 30
Gen209: 3033 30
Gen210: 3033 30
Gen211: 3033 30
Gen212: 3033 30
Gen213: 3033 30
Gen214: 3033 30
Gen215: 36062 30
Gen216: 21077 30
Gen217: 14077 30
Gen218: 10077 30
Gen219: 6081 30
Gen220: 4083 30
Gen221: 4083 30
Gen222: 4083 30
Gen223: 4083 30
Gen224: 4083 30
Gen225: 4083 30
Gen226: 4083 30
Gen227: 4083 30
Gen228: 4083 30
Gen229: 4083 30
Gen230: 14044 30
Gen231: 6036 30
Gen232: 6034 30
Gen233: 5034 30
Gen234: 4034 30
Gen235: 4034 30
Gen236: 4034 30
Gen237: 4034 30
Gen238: 4034 30
Gen239: 4034 30
Gen240: 4034 30
Gen241: 4034 30
Gen242: 4034 30
Gen243: 4034 30
Gen244: 20060 30
Gen245: 15065 30
Gen246: 11069 30
Gen247: 7073 30
Gen248: 3077 30
Gen249: 1079 30
Gen250: 80 30
Gen251: 80 30
Gen252: 80 30
Gen253: 80 30
Gen254: 80 30
Gen255: 80 30
Gen256: 80 30
Gen257: 80 30
Gen258: 80 30
Gen259: 80 30
Gen260: 15045 30
Gen261: 9037 30
Gen262: 6034 30
Gen263: 4034 30
Gen264: 3033 30
Gen265: 2032 30
Gen266: 1031 30
Gen267: 1031 30
Gen268: 1031 30
Gen269: 1031 30
Gen270: 1031 30
Gen271: 1031 30
Gen272: 1031 30
Gen273: 1031 30
Gen274: 1031 30
Gen275: 1031 30
Gen276: 14042 30
Gen277: 12034 30
Gen278: 8034 30
Gen279: 7033 30
Gen280: 6033 30
Gen281: 5033 30
Gen282: 5033 30
Gen283: 5033 30
Gen284: 5033 30
Gen285: 5033 30
Gen286: 5033 30
Gen287: 5033 30
Gen288: 5033 30
Gen289: 5033 30
Gen290: 5033 30
Gen291: 8037 30
Gen292: 4032 30
Gen293: 2030 30
Gen294: 1030 30
Gen295: 1030 30
Gen296: 1030 30
Gen297: 1030 30
Gen298: 1030 30
Gen299: 1030 30
Gen300: 1030 30
