Name: 400-40-60
Gen0: 68057 68057
Gen1: 57068 57068
Gen2: 52068 52068
Gen3: 48072 48072
Gen4: 46074 46074
Gen5: 44076 44076
Gen6: 43076 43076
Gen7: 40076 40076
Gen8: 39076 39076
Gen9: 36076 36076
Gen10: 35076 35076
Gen11: 35072 35072
Gen12: 35069 35069
Gen13: 35069 35069
Gen14: 35069 35069
Gen15: 35069 35069
Gen16: 35069 35069
Gen17: 35069 35069
Gen18: 35069 35069
Gen19: 35069 35069
Gen20: 35069 35069
Gen21: 35069 35069
Gen22: 78059 35069
Gen23: 69066 35069
Gen24: 63060 35069
Gen25: 58059 35069
Gen26: 53059 35069
Gen27: 49063 35069
Gen28: 46063 35069
Gen29: 43063 35069
Gen30: 40066 35069
Gen31: 38066 35069
Gen32: 37066 35069
Gen33: 33066 33066
Gen34: 32066 32066
Gen35: 31066 31066
Gen36: 30067 30067
Gen37: 30067 30067
Gen38: 30067 30067
Gen39: 30067 30067
Gen40: 30067 30067
Gen41: 30067 30067
Gen42: 30067 30067
Gen43: 30067 30067
Gen44: 30067 30067
Gen45: 30067 30067
Gen46: 41041 30067
Gen47: 35038 30067
Gen48: 33035 30067
Gen49: 31035 30067
Gen50: 30035 30035
Gen51: 29035 29035
Gen52: 29035 29035
Gen53: 29035 29035
Gen54: 29035 29035
Gen55: 29035 29035
Gen56: 29035 29035
Gen57: 29035 29035
Gen58: 29035 29035
Gen59: 29035 29035
Gen60: 29035 29035
Gen61: 100066 29035
Gen62: 95066 29035
Gen63: 90071 29035
Gen64: 86071 29035
Gen65: 82071 29035
Gen66: 78075 29035
Gen67: 75075 29035
Gen68: 71075 29035
Gen69: 68078 29035
Gen70: 65081 29035
Gen71: 63075 29035
Gen72: 60072 29035
Gen73: 59072 29035
Gen74: 58072 29035
Gen75: 57072 29035
Gen76: 56072 29035
Gen77: 55073 29035
Gen78: 55073 29035
Gen79: 55073 29035
Gen80: 55073 29035
Gen81: 55073 29035
Gen82: 55073 29035
Gen83: 55073 29035
Gen84: 55073 29035
Gen85: 55073 29035
Gen86: 55073 29035
Gen87: 47070 29035
Gen88: 38070 29035
Gen89: 34070 29035
Gen90: 31066 29035
Gen91: 28066 28066
Gen92: 25066 25066
Gen93: 23066 23066
Gen94: 23066 23066
Gen95: 23066 23066
Gen96: 23066 23066
Gen97: 23066 23066
Gen98: 23066 23066
Gen99: 23066 23066
Gen100: 23066 23066
Gen101: 23066 23066
Gen102: 23066 23066
Gen103: 94056 23066
Gen104: 84056 23066
Gen105: 66065 23066
Gen106: 58065 23066
Gen107: 49072 23066
Gen108: 45072 23066
Gen109: 41072 23066
Gen110: 38072 23066
Gen111: 36066 23066
Gen112: 33066 23066
Gen113: 31066 23066
Gen114: 29066 23066
Gen115: 27066 23066
Gen116: 26064 23066
Gen117: 25064 23066
Gen118: 24064 23066
Gen119: 24064 23066
Gen120: 24064 23066
Gen121: 24064 23066
Gen122: 24064 23066
Gen123: 24064 23066
Gen124: 24064 23066
Gen125: 24064 23066
Gen126: 24064 23066
Gen127: 24064 23066
Gen128: 86052 23066
Gen129: 77052 23066
Gen130: 68056 23066
Gen131: 59057 23066
Gen132: 52060 23066
Gen133: 46063 23066
Gen134: 40063 23066
Gen135: 36063 23066
Gen136: 32063 23066
Gen137: 29063 23066
Gen138: 27063 23066
Gen139: 25064 23066
Gen140: 23065 23065
Gen141: 21065 21065
Gen142: 20065 20065
Gen143: 19065 19065
Gen144: 15065 15065
Gen145: 14065 14065
Gen146: 14065 14065
Gen147: 14065 14065
Gen148: 14065 14065
Gen149: 14065 14065
Gen150: 14065 14065
Gen151: 14065 14065
Gen152: 14065 14065
Gen153: 14065 14065
Gen154: 14065 14065
Gen155: 50055 14065
Gen156: 39063 14065
Gen157: 30064 14065
Gen158: 27066 14065
Gen159: 24067 14065
Gen160: 22068 14065
Gen161: 21068 14065
Gen162: 21067 14065
Gen163: 21067 14065
Gen164: 21067 14065
Gen165: 21067 14065
Gen166: 21067 14065
Gen167: 21067 14065
Gen168: 21067 14065
Gen169: 21067 14065
Gen170: 21067 14065
Gen171: 21067 14065
Gen172: 85057 14065
Gen173: 74053 14065
Gen174: 63064 14065
Gen175: 57070 14065
Gen176: 52070 14065
Gen177: 49070 14065
Gen178: 46070 14065
Gen179: 43073 14065
Gen180: 41073 14065
Gen181: 39073 14065
Gen182: 38071 14065
Gen183: 37071 14065
Gen184: 37071 14065
Gen185: 37071 14065
Gen186: 37071 14065
Gen187: 37071 14065
Gen188: 37071 14065
Gen189: 37071 14065
Gen190: 37071 14065
Gen191: 37071 14065
Gen192: 37071 14065
Gen193: 75058 14065
Gen194: 69061 14065
Gen195: 63064 14065
Gen196: 59065 14065
Gen197: 56065 14065
Gen198: 53065 14065
Gen199: 50067 14065
Gen200: 47068 14065
Gen201: 45068 14065
Gen202: 43069 14065
Gen203: 41070 14065
Gen204: 40067 14065
Gen205: 39067 14065
Gen206: 39067 14065
Gen207: 39067 14065
Gen208: 39067 14065
Gen209: 39067 14065
Gen210: 39067 14065
Gen211: 39067 14065
Gen212: 39067 14065
Gen213: 39067 14065
Gen214: 39067 14065
Gen215: 71061 14065
Gen216: 65067 14065
Gen217: 59067 14065
Gen218: 55067 14065
Gen219: 51071 14065
Gen220: 48071 14065
Gen221: 46071 14065
Gen222: 44072 14065
Gen223: 43067 14065
Gen224: 41067 14065
Gen225: 36067 14065
Gen226: 35067 14065
Gen227: 34067 14065
Gen228: 34067 14065
Gen229: 34067 14065
Gen230: 34067 14065
Gen231: 34067 14065
Gen232: 34067 14065
Gen233: 34067 14065
Gen234: 34067 14065
Gen235: 34067 14065
Gen236: 34067 14065
Gen237: 66054 14065
Gen238: 52063 14065
Gen239: 48067 14065
Gen240: 45067 14065
Gen241: 44067 14065
Gen242: 40067 14065
Gen243: 40067 14065
Gen244: 40067 14065
Gen245: 40067 14065
Gen246: 39067 14065
Gen247: 39067 14065
Gen248: 38067 14065
Gen249: 38067 14065
Gen250: 38067 14065
Gen251: 38067 14065
Gen252: 38067 14065
Gen253: 38067 14065
Gen254: 38067 14065
Gen255: 38067 14065
Gen256: 38067 14065
Gen257: 38067 14065
Gen258: 97075 14065
Gen259: 88075 14065
Gen260: 82081 14065
Gen261: 77070 14065
Gen262: 73070 14065
Gen263: 69074 14065
Gen264: 66077 14065
Gen265: 64077 14065
Gen266: 62077 14065
Gen267: 60077 14065
Gen268: 59077 14065
Gen269: 54077 14065
Gen270: 53077 14065
Gen271: 52077 14065
Gen272: 51077 14065
Gen273: 47077 14065
Gen274: 46077 14065
Gen275: 45078 14065
Gen276: 45078 14065
Gen277: 45078 14065
Gen278: 45078 14065
Gen279: 45078 14065
Gen280: 45078 14065
Gen281: 45078 14065
Gen282: 45078 14065
Gen283: 45078 14065
Gen284: 45078 14065
Gen285: 90062 14065
Gen286: 81071 14065
Gen287: 75071 14065
Gen288: 70071 14065
Gen289: 63075 14065
Gen290: 60075 14065
Gen291: 57075 14065
Gen292: 54078 14065
Gen293: 52078 14065
Gen294: 50078 14065
Gen295: 50078 14065
Gen296: 50078 14065
Gen297: 50078 14065
Gen298: 50078 14065
Gen299: 50078 14065
Gen300: 50078 14065
