40 615
0 2 84.08282318905542
0 4 21.285361699364238
0 5 51.03106373862673
0 7 49.392116598075404
0 8 18.186173597105103
0 10 70.75489924305253
0 11 21.98830830553239
0 12 60.048559504553324
0 16 55.475109037389714
0 17 85.43744356803485
0 18 65.3939048545782
0 20 32.88124527416853
0 22 86.03842502316932
0 23 92.70021466368301
0 24 49.575758115276535
0 25 68.50687579834847
0 26 48.34675097655727
0 29 27.68040335952221
0 31 65.67887928051785
0 32 35.08775493891819
0 33 66.34361741744357
0 34 88.23432527322456
0 35 84.39394163820603
0 37 93.16002106161963
0 38 34.8010400978167
0 39 46.89909952696608
1 2 31.174831028149992
1 3 4.738226317033288
1 6 81.09112792148098
1 8 18.24520630360277
1 12 21.33906200880914
1 13 63.40085159783494
1 14 10.437804932928433
1 15 52.39617313739068
1 18 31.786456624164316
1 20 62.41713501706183
1 21 61.5712357233254
1 22 74.3372342076817
1 23 7.275010595928315
1 24 33.86220971708166
1 25 74.64338856215778
1 26 58.571131710213436
1 29 54.56932722124724
1 30 6.741737929688065
1 33 37.21871309446361
1 34 25.374715238369074
1 36 82.50736071478073
1 37 23.26647859136347
1 39 25.108861697579204
2 4 87.15019308684725
2 5 25.407213917603713
2 7 92.1320769286822
2 8 77.92503557375952
2 9 42.1541969248493
2 10 15.391107534716985
2 13 65.67061962192162
2 16 87.43475638086488
2 17 26.171088494479516
2 18 22.315182778070966
2 22 85.01205467180664
2 23 24.646269679310638
2 24 93.36720505776259
2 25 35.80872682093182
2 26 42.76779835206107
2 27 100.0152545313784
2 28 29.28950759214568
2 33 44.0496708858956
2 34 98.03704257407506
2 35 46.31821078423514
2 36 16.927467618395916
2 37 57.95928754734613
2 38 1.042833674967868
3 5 20.87174308411226
3 6 88.69200720770276
3 9 29.71514316640472
3 11 33.0317043296635
3 12 8.90492439862616
3 15 28.694842629946788
3 16 87.62681999937558
3 18 5.635428694766922
3 19 57.63184072367107
3 20 81.34171253743793
3 21 26.18126063722523
3 23 9.690456176250292
3 25 9.316661378609929
3 26 62.076537133783575
3 27 45.05504655580935
3 31 86.39569863331762
3 32 17.553716208099395
3 33 97.780884990882
3 36 29.5910743211261
3 37 43.782221258075204
3 38 81.64497529735127
3 39 74.41014916864818
4 5 82.2112136307949
4 6 63.430225737018475
4 7 44.807698245327394
4 8 13.671193738733008
4 10 91.35987657014324
4 11 58.053263515051924
4 12 48.738150243108876
4 13 99.29751742931286
4 14 75.9973817573655
4 17 11.226969979297323
4 18 78.33326842832281
4 22 25.14782643291174
4 23 34.62390640086103
4 25 75.23800056622748
4 26 20.76186062169858
4 27 73.93099665176112
4 28 88.73307672761949
4 29 39.99842962419045
4 30 44.011179429583564
4 31 58.31381377989198
4 33 49.711106960771744
4 35 41.45928636332738
4 36 20.673054032951132
4 37 81.46043035407106
4 38 48.203220172394964
5 7 75.10684524868822
5 9 81.86614816704262
5 12 56.3072067014917
5 13 81.74383700349057
5 14 14.188511781382893
5 15 53.35385885567146
5 16 40.759977871638924
5 17 67.63420668630575
5 20 23.23134535382811
5 23 29.079571835003527
5 24 68.08679209141559
5 25 88.6452203738697
5 26 46.790776092086254
5 27 51.634865766322115
5 28 79.86073437201777
5 31 88.72586410119631
5 34 33.08313347746822
5 35 4.50577720879542
5 36 39.5746414667299
5 37 94.69542969830076
5 38 37.01326099028588
6 7 57.45123947823411
6 8 68.72683457814789
6 9 93.26508561103182
6 11 7.955185311976222
6 13 32.043022150949604
6 14 65.40990563497077
6 15 77.16788373036005
6 16 13.770217184697582
6 18 36.34617597032883
6 19 29.346080461510425
6 20 61.38121747978683
6 21 36.853039232802054
6 22 67.28211652272957
6 23 1.774721142761479
6 24 30.027058792447743
6 25 3.3642313570734985
6 26 31.504625158756404
6 29 37.09661418230896
6 31 26.399849315367213
6 32 24.20768786835587
6 34 88.6345640509074
6 35 42.04383279074995
6 36 89.23390799310367
6 37 41.90238015499689
6 39 66.76388808117153
7 8 43.90796033330284
7 9 40.453618401601844
7 10 33.98857755713527
7 11 44.68822303936358
7 12 22.098612195261666
7 15 3.039642738693482
7 16 88.92852422164806
7 17 97.31471045411567
7 19 8.329320521006752
7 20 67.68790140382045
7 22 79.23051663127089
7 23 7.303156030998401
7 25 41.2727079304702
7 26 3.9548119389051495
7 27 53.34764989729819
7 29 82.2735441454235
7 32 43.794659683269494
7 33 64.02505244856556
7 34 35.580492526143686
7 35 68.64829356512618
7 36 25.331970028190153
7 37 90.44668056037187
7 38 34.93990070677959
7 39 73.41600182269984
8 9 37.258132028359306
8 10 24.042105581436253
8 12 36.170465614963454
8 14 8.436402772257336
8 15 78.35457836976585
8 16 35.25460504470646
8 17 22.465792836237025
8 18 75.09762248276499
8 20 78.1749379549937
8 21 15.791859565366263
8 22 43.62942705719185
8 23 64.30082875002184
8 25 80.76914531215509
8 26 61.3025484235426
8 27 33.044596427311184
8 29 56.293096755306195
8 30 46.274943474388365
8 31 9.725133492094502
8 32 92.11757611670237
8 33 80.91039045360205
8 34 47.06873701707195
8 36 3.569752670617666
8 37 45.090736552288256
8 38 12.042604560406632
9 11 39.58013776239518
9 12 8.29525297405873
9 13 55.404004699790285
9 14 35.13970901401898
9 15 98.66410382915238
9 16 85.02592434012406
9 17 35.106211458579004
9 19 86.16287821301044
9 20 84.31177294651151
9 21 57.50346978799355
9 24 98.64689625766891
9 26 73.3344084733687
9 28 88.87064743590156
9 29 30.293495988226915
9 30 46.625002632066575
9 31 74.10950890780373
9 33 29.511765607254468
9 34 79.13664356499424
9 35 10.185325210264809
9 36 15.137598920137728
9 37 86.04544898769524
9 39 20.797261729043843
10 14 80.50479179235228
10 15 33.511678950764356
10 16 74.39724991762068
10 18 93.50802931559942
10 19 33.01071916278167
10 20 98.19069025384451
10 22 94.56669890352303
10 23 47.931413919469854
10 24 48.92938874048768
10 25 47.989797998758036
10 26 24.638206923684255
10 27 18.852285757658148
10 28 44.22477468407418
10 29 27.21354710643605
10 31 22.138908636343423
10 32 34.287904330192205
10 33 32.62558208012454
10 34 58.80729346497775
10 35 47.943550001436975
10 37 10.791968397932038
10 38 96.68301642263842
10 39 75.48319783724266
11 12 7.9217448892453275
11 13 54.589927750433596
11 14 75.59284726367883
11 15 18.552226608590647
11 16 26.708338767080953
11 17 92.24256543123802
11 18 76.70365647326857
11 19 19.790714478750886
11 20 62.720963280625966
11 21 18.455884999953966
11 22 26.972527249281057
11 23 97.42359863912793
11 25 83.03089377793987
11 27 23.622843367566595
11 28 4.6151162265646395
11 29 18.23534531580122
11 30 37.62293816904107
11 32 11.839916475139848
11 33 5.420083513179891
11 35 92.69153601489192
11 36 50.50423073679842
11 37 28.795735289961986
12 13 3.532386340267809
12 14 33.54244998085554
12 15 13.024388423724561
12 17 25.420190101566803
12 19 44.997069364903346
12 21 50.35670254012633
12 22 40.4796130746702
12 23 93.46071842474234
12 24 23.66728332020226
12 25 6.662047395341201
12 27 22.978510306461153
12 28 26.08838776654357
12 29 46.157565638985226
12 30 58.19863174092252
12 31 26.635181668033564
12 33 33.42917103692077
12 34 19.147416915674143
12 35 67.59456132656729
12 36 83.21738363019558
12 37 62.43121461260184
12 38 93.34424205025799
12 39 79.18645746169922
13 14 99.44748063534965
13 15 8.888129967717543
13 16 86.219302726634
13 17 83.52350603741093
13 19 24.71146533334938
13 22 45.71675890553145
13 23 18.944160856004842
13 24 68.72419059362261
13 26 20.19568615051817
13 27 2.2035609000576755
13 29 66.43919874221969
13 30 28.293955686746752
13 31 80.31640638329883
13 32 52.44554279219846
13 34 41.3302684023774
13 35 44.00347857858029
13 36 68.84567389263391
13 37 88.59681653282611
13 38 17.380512925317507
13 39 87.7136623940782
14 15 73.86984688532193
14 17 89.66600956771471
14 18 66.53243269173285
14 19 83.03669583151336
14 20 93.08607278908737
14 21 27.71880881852526
14 22 29.96048176247375
14 23 95.61525271075897
14 24 85.05423110633498
14 25 47.090886824003945
14 26 83.10833171116886
14 28 4.699860034732641
14 29 88.70614501847957
14 30 97.70538800783004
14 31 50.11555703722821
14 32 44.81497612232042
14 33 33.42779465243753
14 34 50.00436744693285
14 35 36.11677890715177
14 36 16.544771074001588
14 38 94.03517128732571
15 16 28.256451375424497
15 17 74.08965063856677
15 18 11.415582508663645
15 19 46.2237787234931
15 22 36.216081550151486
15 23 10.883680923373744
15 24 19.039580569575943
15 25 91.90974950636526
15 26 82.1665353010262
15 27 49.744107983453254
15 28 33.84886152419139
15 29 31.21507433579441
15 30 71.8341034738118
15 31 56.082279416871636
15 32 58.19938236868992
15 33 25.559446811188348
15 34 1.2261063175238767
15 35 27.339318279523702
15 36 50.681399104269794
15 39 82.82200764406537
16 18 19.26816985440453
16 19 26.45456197486338
16 20 5.401973965275458
16 21 59.81459988266634
16 22 8.77016675734135
16 23 76.54439792412444
16 25 70.25737394599702
16 26 96.80658585805143
16 27 61.192200436034064
16 28 30.524111164304387
16 29 50.06758069657491
16 30 69.65592724248535
16 32 11.595995916025322
16 33 86.20609835987682
16 34 94.32928097642642
16 35 55.67858608718179
16 36 71.13417458208268
16 37 30.747426351612777
16 38 48.00088719706409
16 39 18.11627884469798
17 18 84.59875322525012
17 19 48.55723681598662
17 20 98.4717150574756
17 21 28.12174332030331
17 23 6.047123702746362
17 24 33.03538359785389
17 25 39.377473885052055
17 27 65.57032626956479
17 28 47.17089957198658
17 29 21.308464945447607
17 30 69.26944816184634
17 31 81.80951763337944
17 33 15.509961821348389
17 34 23.073936473305768
17 36 17.839331047889488
17 37 20.171081516713297
17 38 37.990000557289186
17 39 29.48292891914377
18 19 96.29746914350225
18 20 79.12929102055999
18 21 64.64528523108267
18 22 85.736309731591
18 23 19.15081597337204
18 24 24.23175475177226
18 26 40.50399764348662
18 27 3.6991656850948504
18 28 2.9834235728406093
18 29 49.58885477525511
18 31 42.940572259776
18 33 83.07421741993535
18 34 64.1010716208128
18 35 7.89911373009217
18 36 10.580216720759593
18 37 65.27712590860654
18 39 92.5652794134675
19 20 27.42510580169891
19 21 90.98551246281475
19 22 77.85003464605417
19 23 34.94220653019412
19 24 52.32861496118641
19 26 31.815835733304038
19 27 97.56295956019292
19 28 55.24005771902755
19 29 1.5578577735173984
19 30 44.0890726857311
19 31 99.46839085350673
19 32 82.75981041935188
19 33 84.66955111143272
19 35 7.732464921474494
19 36 2.769371634036373
19 37 52.867290275585034
19 38 13.915467019965403
19 39 95.98746869071337
20 21 56.833425710649614
20 22 42.172291835934935
20 23 80.30196703873351
20 24 68.17486833232543
20 26 77.16307982563742
20 27 32.46097886320316
20 28 91.80246576384408
20 29 20.92938066635803
20 30 95.91208512033292
20 31 10.761056762912283
20 32 28.47023188614607
20 33 82.30263014531594
20 35 76.02740702380628
20 36 39.51384497436589
20 38 77.08094945933057
20 39 37.63044352761718
21 22 28.238975211390965
21 23 43.80563261318751
21 24 46.811517894535896
21 25 42.999363465462004
21 26 39.184098457183296
21 27 81.09392871279896
21 29 12.72704552528011
21 30 91.60509385357896
21 31 51.618533093310596
21 32 77.00692921341304
21 33 84.16444520277655
21 34 47.72684811934546
21 35 54.28148334677531
21 37 10.853378940554066
21 38 88.48695035052546
21 39 79.71101462520454
22 23 86.70084152944703
22 24 77.68422416047126
22 25 69.27809104017224
22 26 97.45846134030008
22 27 94.32770298867544
22 28 85.68393827131814
22 29 21.61133342699524
22 30 98.66728637632423
22 31 48.96554637132757
22 32 82.22585749404608
22 33 96.37306624381156
22 34 93.23721548674952
22 35 42.809810291494905
22 36 58.29567517790311
22 37 46.28950386897728
22 39 85.91564902531255
23 24 66.00831944868952
23 25 62.16235884251341
23 26 20.24309802535052
23 27 54.37150471767973
23 28 77.94178294383664
23 29 33.85938778268856
23 31 93.02850564190224
23 32 33.46887760122443
23 33 24.611477472336507
23 34 46.27219580421267
23 35 25.41375678334301
23 36 27.23359862025338
23 37 15.117447973720731
23 38 25.55446976994279
23 39 70.88977587292737
24 25 58.94481480020921
24 26 24.12576485300825
24 27 81.551808478468
24 28 60.697259206230974
24 29 40.64508952658625
24 30 39.05035471190194
24 31 3.6811627996997633
24 32 19.48536239462647
24 33 38.293427897368154
24 35 63.00785618675775
24 36 39.60584921559117
24 37 57.437629309062096
24 38 99.37456540144623
24 39 88.09410671073323
25 26 65.41251316660744
25 27 53.73956243036362
25 28 6.415991368121433
25 29 61.28139511502158
25 30 26.380108077656143
25 31 51.447780282253355
25 32 64.09348740574553
25 33 94.86143499836108
25 34 47.138151871555756
25 35 79.87673661675531
25 36 12.492531762334172
25 37 88.62830220356562
25 38 12.385325925173776
25 39 89.55555874228489
26 27 58.005059428990414
26 28 71.65001689849514
26 29 7.270711944150827
26 30 41.60266111975718
26 32 16.69121449475069
26 33 93.140398508418
26 34 48.3344424611615
26 35 91.17543538923351
26 36 51.88139313347683
26 37 26.827520700679703
26 38 36.48289019442923
26 39 77.47931289148009
27 28 50.78693789003474
27 29 11.212055388564947
27 30 60.051954668099164
27 31 63.564602530718716
27 32 40.92395182201477
27 33 83.28399442910269
27 34 76.1199244933172
27 35 3.053191384380878
27 36 33.47248093456094
27 37 16.86727391079283
27 39 88.21940583721653
28 29 2.482736537760952
28 30 36.887769328300415
28 31 37.169838078130965
28 32 37.04418059985598
28 33 89.60293916818381
28 34 9.728443490230081
28 35 44.14903881659544
28 36 31.283420021914406
28 37 53.595282778033805
28 38 84.12818312250369
28 39 47.64877977143976
29 30 75.87493242431246
29 31 69.26222050043084
29 32 25.983569772498132
29 33 54.942795819305644
29 34 26.933697230753584
29 35 53.36073679619516
29 36 96.23883264883575
29 37 3.8119753493399307
29 38 52.66657100377789
29 39 86.19348124656184
30 31 21.022267385321815
30 32 20.216679877254087
30 33 34.652036425671724
30 34 58.470048138520205
30 35 21.00170275914352
30 36 63.81534132693273
30 37 73.43906908831516
30 38 50.06184542897775
30 39 49.713874244192525
31 32 87.91022352689491
31 33 4.080394490531821
31 34 49.1357811188956
31 35 61.41203482514445
31 36 27.42734690876571
31 37 5.634495144314951
31 38 40.385817924038115
31 39 85.91020522235146
32 33 30.248304708588027
32 34 62.705184258203076
32 35 58.719775498387
