100 3881
0 2 61.64200895422727
0 3 31.13147178394899
0 4 87.89415278927201
0 5 45.87220266211683
0 9 26.197652477126866
0 10 31.85099961850949
0 13 4.581549401694078
0 14 8.019897272839138
0 15 39.493182857252116
0 17 18.645691509300114
0 18 31.8023156306302
0 19 3.8326923252691345
0 20 59.583404713782336
0 22 9.74622137262371
0 24 88.71777775779844
0 25 3.779954282614941
0 27 9.433165891205029
0 28 11.98227594526462
0 29 62.68012312147563
0 32 34.51622513779892
0 33 39.14154966390919
0 34 89.44476140988343
0 35 76.41789471589635
0 36 62.380078318970554
0 42 15.57794697104481
0 44 6.621025419555115
0 46 85.37318462324572
0 47 43.37666128930295
0 49 55.72015578301436
0 50 88.73620442898101
0 51 14.544898706985554
0 52 61.019296356198105
0 53 56.488621106370566
0 54 42.53049853398746
0 55 75.09430964916281
0 56 99.86104691221324
0 58 84.29538334052422
0 61 74.30239467652073
0 62 53.049236952856795
0 65 44.44607630239683
0 67 86.90371046036697
0 68 52.41648594683729
0 71 48.13022330530339
0 72 3.694307831420152
0 73 98.3312522566979
0 74 38.403375336387775
0 76 89.86107263311474
0 77 93.7400546733699
0 78 50.972475587621574
0 79 78.57605276903891
0 80 12.829058133754883
0 83 94.5887992823363
0 85 28.445482307665443
0 87 54.04009672169156
0 88 90.23785213058679
0 89 75.39546226746374
0 90 6.951344893569831
0 91 43.39763155262058
0 93 94.91736220987329
0 94 32.04038300498768
0 95 23.67760913827995
0 96 44.645701122807345
0 97 50.8486432452013
0 98 50.41036497722666
1 2 72.58237232435083
1 3 38.31419909031082
1 4 22.6387882009098
1 9 20.14456628345814
1 10 84.66359567951393
1 12 98.91739797437941
1 14 81.79197434933126
1 15 41.179556612284514
1 17 54.513583846247215
1 18 90.12255586080649
1 20 93.38909229260815
1 21 91.9627449044941
1 22 4.4635826959971725
1 23 64.90307496812805
1 24 18.317827650308107
1 27 55.74364767564749
1 28 6.741614231240652
1 31 90.96780792529341
1 32 90.17592985901739
