400 62392
0 1 10.522041428424059
0 2 2.320990464086398
0 3 28.331394139041247
0 4 66.27235498781057
0 5 88.6171496320393
0 8 4.446051863667873
0 10 18.35707013639897
0 14 89.15533807930555
0 15 47.27088518315261
0 17 37.54508921975331
0 18 94.0554089648798
0 19 88.7520004526722
0 20 50.10082796796031
0 22 69.78060387325066
0 23 50.872358889517464
0 24 14.251384441552641
0 26 76.84064368984171
0 28 20.61260827370725
0 31 46.663396049881776
0 32 29.510841437727212
0 33 10.176665772526874
0 34 77.11878849049981
0 35 49.91638970442139
0 36 17.51626846144419
0 37 40.79532982982258
0 40 91.67897006471073
0 41 9.168369232644272
0 42 2.365193768465409
0 43 14.294632926070843
0 44 95.28050697461168
0 45 12.488889103618082
0 46 20.11669381646735
0 47 16.092333170551726
0 48 91.81128638676125
0 51 1.2978664118179088
0 53 96.83154507707009
0 54 62.838073035092165
0 55 20.030390179987428
0 56 7.6323598876791365
0 57 74.27188481222412
0 58 58.112521091163096
0 60 53.24665141064622
0 61 42.48922126772435
0 62 90.46966661537279
0 63 62.53162456417756
0 65 8.734349467742938
0 68 31.184105367753677
0 69 39.57041016682403
0 70 70.81949029298094
0 71 20.209104819246416
0 73 15.81929662729428
0 75 79.53418711282313
0 79 11.659959930192327
0 80 2.9091408940556427
0 82 24.624442344849143
0 83 6.856457453898229
0 85 6.957366662559973
0 86 96.33661696804128
0 87 60.00960647290752
0 88 73.41173447670458
0 90 16.409639294947052
0 91 25.697469461257214
0 93 11.815269972389968
0 94 71.3395807902782
0 95 17.822796717105096
0 96 25.67003475101389
0 99 17.030631329717096
0 100 4.120277696494498
0 101 90.72592512115585
0 102 19.889165863509323
0 104 75.63440851573284
0 105 32.66195284984361
0 106 11.965060874452607
0 109 77.86168756566728
0 110 78.53625980580304
0 112 54.870149382466295
0 113 53.74714959759684
0 115 3.989826702188349
0 119 15.774651775829273
0 120 43.08606633781268
0 121 6.851524600714621
0 123 49.622589574257766
0 124 62.33437730072246
0 125 30.105534089191597
0 127 75.65151831022494
0 128 84.95435071159656
0 129 58.15651569517535
0 133 75.83536360369246
0 134 67.7422162924657
0 135 59.99838558859946
0 136 73.32307948192157
0 138 16.1657113724933
0 139 29.46754268680988
0 140 96.5956629945557
0 141 25.880340977891954
0 142 1.6637331975678222
0 143 59.57115882000981
0 144 94.32233077185427
0 145 42.90707887140539
0 148 35.15430036094505
0 149 64.72570933406423
0 150 99.07153075973302
0 153 3.802584861821535
0 154 54.138800147195326
0 155 76.75451917206544
0 156 41.67254533284685
0 160 33.04545282795935
0 161 15.556827477130343
0 162 93.66812967881678
0 163 83.67187789205508
0 164 45.875959533223
0 165 14.455655205661675
0 166 27.306490424538882
0 168 34.125804654891496
0 172 98.39301639648534
0 173 75.97577050064076
0 174 86.63376529457354
0 175 64.24469676024879
0 176 36.46935886536747
0 177 56.69839332795205
0 179 93.03737572175035
0 183 68.17011632079557
