200 15646
0 3 82.76141835363299
0 6 87.66294472064719
0 7 7.3650193300046505
0 10 19.427065702831392
0 11 28.64172604249305
0 13 35.94403514520888
0 14 34.73804822900763
0 16 27.368699569906735
0 18 85.34890694855123
0 19 19.632902751629562
0 21 33.60195525305515
0 22 21.726830872708966
0 23 27.09317876625324
0 24 97.59896731151022
0 28 66.8696491453421
0 29 63.685995500934965
0 30 84.66171580070313
0 35 25.74787976801495
0 36 30.39398705369599
0 38 28.119600071578024
0 39 35.43129941104697
0 40 83.80228126311465
0 41 85.91709613454937
0 42 41.05724334006125
0 44 90.11305021829939
0 46 75.12293238705186
0 47 8.003114939525828
0 49 24.649787618105375
0 50 64.8061671943885
0 51 67.05250238478898
0 52 16.024315480264004
0 53 34.774947986487156
0 55 45.1402603113642
0 57 24.241726387469896
0 58 60.59668855237025
0 59 53.464165512270874
0 60 12.019814740127787
0 62 67.07728411041903
0 64 34.19132566349547
0 67 31.513865480058968
0 68 58.4647623680001
0 70 98.6915954642998
0 71 31.010148727589478
0 72 32.88610809572105
0 73 65.80825231385441
0 74 4.189850757994435
0 75 47.48114709233399
0 76 81.90763986535406
0 77 53.62743886763297
0 79 37.23073294842877
0 81 14.647472822754654
0 82 77.56731067187759
0 84 24.960184467118765
0 86 95.55016741877951
0 89 15.852338122026659
0 92 97.29157991256827
0 93 42.41348215790894
0 97 64.63344172905751
0 98 63.22744421781753
0 100 31.61452775309181
0 102 2.117493200128763
0 103 10.210312390292376
0 107 61.14995374506164
0 108 18.210667776652706
0 109 69.91797676333117
0 111 29.136382201526825
0 114 46.03544704425738
0 115 1.5133930167405432
0 116 70.94998074801725
0 118 64.54299881324259
0 120 53.354770828492995
0 122 53.61257518396112
0 123 70.48646139469022
0 124 28.21336387774481
0 125 11.452953035990163
0 126 53.40352847604041
0 127 83.89840171078191
0 128 60.28614923283535
0 130 24.64568108228627
0 132 10.12643224348767
0 133 36.08625403349118
0 134 21.10089563310771
0 136 87.27496480248729
0 139 75.19093150635543
0 141 44.136337747952666
0 142 98.4999670252337
0 143 36.785476398017884
0 145 87.09561647613383
0 146 41.079699928869566
0 147 33.27851454228612
0 149 7.212486193003598
0 150 18.494291604982234
0 151 9.000606207590769
0 152 90.40624714594807
0 153 38.44712678944344
0 154 56.47780156507295
0 156 12.531186640632958
0 157 84.11160125361603
0 158 9.421395502197898
0 160 66.49269139414419
0 162 70.36074951017657
0 163 23.588632031822602
0 165 73.31594464656001
0 168 65.10145544809026
0 169 63.62763659506723
0 171 3.933578172369446
0 172 54.0668661140179
0 173 40.686679000147215
0 176 87.80128722640154
0 177 57.86588860649325
0 178 4.270813983497466
0 179 43.80413385091776
