Name: 800-20-30
Gen0: 1011 1011
Gen1: 10 10
Gen2: 10 10
Gen3: 10 10
Gen4: 10 10
Gen5: 10 10
Gen6: 10 10
Gen7: 10 10
Gen8: 10 10
Gen9: 10 10
Gen10: 10 10
Gen11: 1011 10
Gen12: 1011 10
Gen13: 1011 10
Gen14: 1011 10
Gen15: 1011 10
Gen16: 1011 10
Gen17: 1011 10
Gen18: 1011 10
Gen19: 1011 10
Gen20: 1011 10
Gen21: 10 10
Gen22: 10 10
Gen23: 10 10
Gen24: 10 10
Gen25: 10 10
Gen26: 10 10
Gen27: 10 10
Gen28: 10 10
Gen29: 10 10
Gen30: 10 10
Gen31: 1011 10
Gen32: 1011 10
Gen33: 1011 10
Gen34: 1011 10
Gen35: 1011 10
Gen36: 1011 10
Gen37: 1011 10
Gen38: 1011 10
Gen39: 1011 10
Gen40: 1011 10
Gen41: 10 10
Gen42: 10 10
Gen43: 10 10
Gen44: 10 10
Gen45: 10 10
Gen46: 10 10
Gen47: 10 10
Gen48: 10 10
Gen49: 10 10
Gen50: 10 10
Gen51: 2012 10
Gen52: 2012 10
Gen53: 2012 10
Gen54: 2012 10
Gen55: 2012 10
Gen56: 2012 10
Gen57: 2012 10
Gen58: 2012 10
Gen59: 2012 10
Gen60: 2012 10
Gen61: 8018 10
Gen62: 6013 10
Gen63: 4013 10
Gen64: 3011 10
Gen65: 2011 10
Gen66: 1011 10
Gen67: 10 10
Gen68: 10 10
Gen69: 10 10
Gen70: 10 10
Gen71: 10 10
Gen72: 10 10
Gen73: 10 10
Gen74: 10 10
Gen75: 10 10
Gen76: 10 10
Gen77: 10 10
Gen78: 10 10
Gen79: 10 10
Gen80: 10 10
Gen81: 10 10
Gen82: 10 10
Gen83: 10 10
Gen84: 10 10
Gen85: 10 10
Gen86: 10 10
Gen87: 1011 10
Gen88: 1011 10
Gen89: 1011 10
Gen90: 1011 10
Gen91: 10 10
Gen92: 10 10
Gen93: 10 10
Gen94: 10 10
Gen95: 10 10
Gen96: 10 10
Gen97: 10 10
Gen98: 10 10
Gen99: 10 10
Gen100: 10 10
Gen101: 1011 10
Gen102: 1011 10
Gen103: 1011 10
Gen104: 1011 10
Gen105: 1011 10
Gen106: 1011 10
Gen107: 1011 10
Gen108: 1011 10
Gen109: 1011 10
Gen110: 1011 10
Gen111: 10 10
Gen112: 10 10
Gen113: 10 10
Gen114: 10 10
Gen115: 10 10
Gen116: 10 10
Gen117: 10 10
Gen118: 10 10
Gen119: 10 10
Gen120: 10 10
Gen121: 10 10
Gen122: 10 10
Gen123: 10 10
Gen124: 10 10
Gen125: 10 10
Gen126: 10 10
Gen127: 10 10
Gen128: 10 10
Gen129: 10 10
Gen130: 10 10
Gen131: 10 10
Gen132: 10 10
Gen133: 10 10
Gen134: 10 10
Gen135: 10 10
Gen136: 10 10
Gen137: 10 10
Gen138: 10 10
Gen139: 10 10
Gen140: 10 10
Gen141: 10 10
Gen142: 10 10
Gen143: 10 10
Gen144: 10 10
Gen145: 10 10
Gen146: 10 10
Gen147: 10 10
Gen148: 10 10
Gen149: 10 10
Gen150: 10 10
Gen151: 5014 10
Gen152: 3011 10
Gen153: 2010 10
Gen154: 1010 10
Gen155: 9 9
Gen156: 9 9
Gen157: 9 9
Gen158: 9 9
Gen159: 9 9
Gen160: 9 9
Gen161: 9 9
Gen162: 9 9
Gen163: 9 9
Gen164: 9 9
Gen165: 9 9
Gen166: 9 9
Gen167: 9 9
Gen168: 9 9
Gen169: 9 9
Gen170: 9 9
Gen171: 9 9
Gen172: 9 9
Gen173: 9 9
Gen174: 9 9
Gen175: 2012 9
Gen176: 1011 9
Gen177: 10 9
Gen178: 10 9
Gen179: 10 9
Gen180: 10 9
Gen181: 10 9
Gen182: 10 9
Gen183: 10 9
Gen184: 10 9
Gen185: 10 9
Gen186: 10 9
Gen187: 10 9
Gen188: 10 9
Gen189: 10 9
Gen190: 10 9
Gen191: 10 9
Gen192: 10 9
Gen193: 10 9
Gen194: 10 9
Gen195: 10 9
Gen196: 10 9
Gen197: 9 9
Gen198: 9 9
Gen199: 9 9
Gen200: 9 9
Gen201: 9 9
Gen202: 9 9
Gen203: 9 9
Gen204: 9 9
Gen205: 9 9
Gen206: 9 9
Gen207: 10 9
Gen208: 10 9
Gen209: 10 9
Gen210: 10 9
Gen211: 10 9
Gen212: 10 9
Gen213: 10 9
Gen214: 10 9
Gen215: 10 9
Gen216: 10 9
Gen217: 10 9
Gen218: 10 9
Gen219: 10 9
Gen220: 10 9
Gen221: 10 9
Gen222: 10 9
Gen223: 10 9
Gen224: 10 9
Gen225: 10 9
Gen226: 10 9
Gen227: 10020 9
Gen228: 7017 9
Gen229: 6014 9
Gen230: 5013 9
Gen231: 4012 9
Gen232: 3012 9
Gen233: 2011 9
Gen234: 1011 9
Gen235: 1011 9
Gen236: 1011 9
Gen237: 1011 9
Gen238: 1011 9
Gen239: 1011 9
Gen240: 1011 9
Gen241: 1011 9
Gen242: 1011 9
Gen243: 1011 9
Gen244: 10 9
Gen245: 10 9
Gen246: 10 9
Gen247: 10 9
Gen248: 10 9
Gen249: 10 9
Gen250: 10 9
Gen251: 10 9
Gen252: 10 9
Gen253: 10 9
Gen254: 3013 9
Gen255: 1011 9
Gen256: 1011 9
Gen257: 1011 9
Gen258: 1011 9
Gen259: 1011 9
Gen260: 1011 9
Gen261: 1011 9
Gen262: 1011 9
Gen263: 1011 9
Gen264: 1011 9
Gen265: 3013 9
Gen266: 2011 9
Gen267: 1011 9
Gen268: 1011 9
Gen269: 1011 9
Gen270: 1011 9
Gen271: 1011 9
Gen272: 1011 9
Gen273: 1011 9
Gen274: 1011 9
Gen275: 1011 9
Gen276: 1011 9
Gen277: 10 9
Gen278: 10 9
Gen279: 10 9
Gen280: 10 9
Gen281: 10 9
Gen282: 10 9
Gen283: 10 9
Gen284: 10 9
Gen285: 10 9
Gen286: 10 9
Gen287: 2012 9
Gen288: 2011 9
Gen289: 1011 9
Gen290: 1011 9
Gen291: 1011 9
Gen292: 1011 9
Gen293: 1011 9
Gen294: 1011 9
Gen295: 1011 9
Gen296: 1011 9
Gen297: 1011 9
Gen298: 1011 9
Gen299: 2012 9
Gen300: 10 9
