Name: 800-40-60
Gen0: 19 19
Gen1: 19 19
Gen2: 19 19
Gen3: 19 19
Gen4: 19 19
Gen5: 19 19
Gen6: 19 19
Gen7: 19 19
Gen8: 19 19
Gen9: 19 19
Gen10: 17 19
Gen11: 17 17
Gen12: 17 17
Gen13: 17 17
Gen14: 17 17
Gen15: 17 17
Gen16: 17 17
Gen17: 17 17
Gen18: 17 17
Gen19: 17 17
Gen20: 6026 17
Gen21: 3022 17
Gen22: 1021 17
Gen23: 1021 17
Gen24: 1021 17
Gen25: 1021 17
Gen26: 1021 17
Gen27: 1021 17
Gen28: 1021 17
Gen29: 1021 17
Gen30: 1021 17
Gen31: 1021 17
Gen32: 19 17
Gen33: 19 17
Gen34: 19 17
Gen35: 19 17
Gen36: 19 17
Gen37: 19 17
Gen38: 19 17
Gen39: 19 17
Gen40: 19 17
Gen41: 19 17
Gen42: 10030 17
Gen43: 4023 17
Gen44: 2021 17
Gen45: 1021 17
Gen46: 20 17
Gen47: 20 17
Gen48: 20 17
Gen49: 20 17
Gen50: 20 17
Gen51: 20 17
Gen52: 20 17
Gen53: 20 17
Gen54: 20 17
Gen55: 20 17
Gen56: 10030 17
Gen57: 6025 17
Gen58: 2021 17
Gen59: 1021 17
Gen60: 20 17
Gen61: 20 17
Gen62: 20 17
Gen63: 20 17
Gen64: 20 17
Gen65: 20 17
Gen66: 20 17
Gen67: 20 17
Gen68: 20 17
Gen69: 20 17
Gen70: 18 17
Gen71: 17 17
Gen72: 17 17
Gen73: 17 17
Gen74: 17 17
Gen75: 17 17
Gen76: 17 17
Gen77: 17 17
Gen78: 17 17
Gen79: 17 17
Gen80: 17 17
Gen81: 18036 17
Gen82: 13027 17
Gen83: 10022 17
Gen84: 7022 17
Gen85: 5020 17
Gen86: 4020 17
Gen87: 4019 17
Gen88: 4019 17
Gen89: 4019 17
Gen90: 4019 17
Gen91: 4019 17
Gen92: 4019 17
Gen93: 4019 17
Gen94: 4019 17
Gen95: 4019 17
Gen96: 4019 17
Gen97: 13033 17
Gen98: 9027 17
Gen99: 6022 17
Gen100: 4022 17
Gen101: 2022 17
Gen102: 1021 17
Gen103: 20 17
Gen104: 20 17
Gen105: 20 17
Gen106: 20 17
Gen107: 20 17
Gen108: 20 17
Gen109: 20 17
Gen110: 20 17
Gen111: 20 17
Gen112: 20 17
Gen113: 7026 17
Gen114: 3022 17
Gen115: 1020 17
Gen116: 1020 17
Gen117: 1020 17
Gen118: 1020 17
Gen119: 1020 17
Gen120: 1020 17
Gen121: 1020 17
Gen122: 1020 17
Gen123: 1020 17
Gen124: 1020 17
Gen125: 15035 17
Gen126: 11030 17
Gen127: 8025 17
Gen128: 6023 17
Gen129: 4022 17
Gen130: 3022 17
Gen131: 2022 17
Gen132: 2022 17
Gen133: 2022 17
Gen134: 2022 17
Gen135: 2022 17
Gen136: 2022 17
Gen137: 2022 17
Gen138: 2022 17
Gen139: 2022 17
Gen140: 2022 17
Gen141: 9029 17
Gen142: 7026 17
Gen143: 6024 17
