Name: 200-50-80
Gen0: 12 12
Gen1: 12 12
Gen2: 12 12
Gen3: 12 12
Gen4: 12 12
Gen5: 12 12
Gen6: 12 12
Gen7: 12 12
Gen8: 12 12
Gen9: 12 12
Gen10: 17 12
Gen11: 17 12
Gen12: 17 12
Gen13: 17 12
Gen14: 17 12
Gen15: 17 12
Gen16: 17 12
Gen17: 17 12
Gen18: 17 12
Gen19: 17 12
Gen20: 14 12
Gen21: 14 12
Gen22: 14 12
Gen23: 14 12
Gen24: 14 12
Gen25: 14 12
Gen26: 14 12
Gen27: 14 12
Gen28: 14 12
Gen29: 14 12
Gen30: 12 12
Gen31: 12 12
Gen32: 12 12
Gen33: 12 12
Gen34: 12 12
Gen35: 12 12
Gen36: 12 12
Gen37: 12 12
Gen38: 12 12
Gen39: 12 12
Gen40: 12 12
Gen41: 12 12
Gen42: 12 12
Gen43: 12 12
Gen44: 12 12
Gen45: 12 12
Gen46: 12 12
Gen47: 12 12
Gen48: 12 12
Gen49: 12 12
Gen50: 20 12
Gen51: 19 12
Gen52: 18 12
Gen53: 18 12
Gen54: 18 12
Gen55: 18 12
Gen56: 18 12
Gen57: 18 12
Gen58: 18 12
Gen59: 18 12
Gen60: 18 12
Gen61: 18 12
Gen62: 17 12
Gen63: 17 12
Gen64: 17 12
Gen65: 17 12
Gen66: 17 12
Gen67: 17 12
Gen68: 17 12
Gen69: 16 12
Gen70: 15 12
Gen71: 15 12
Gen72: 15 12
Gen73: 15 12
Gen74: 15 12
Gen75: 15 12
Gen76: 15 12
Gen77: 15 12
Gen78: 15 12
Gen79: 15 12
Gen80: 16 12
Gen81: 15 12
Gen82: 15 12
Gen83: 15 12
Gen84: 15 12
Gen85: 15 12
Gen86: 15 12
Gen87: 15 12
Gen88: 15 12
Gen89: 15 12
Gen90: 15 12
Gen91: 18 12
Gen92: 18 12
Gen93: 18 12
Gen94: 17 12
Gen95: 17 12
Gen96: 17 12
Gen97: 17 12
Gen98: 17 12
Gen99: 17 12
Gen100: 17 12
Gen101: 17 12
Gen102: 17 12
Gen103: 17 12
Gen104: 11 12
Gen105: 11 11
Gen106: 11 11
Gen107: 11 11
Gen108: 10 10
Gen109: 10 10
Gen110: 10 10
Gen111: 10 10
Gen112: 10 10
Gen113: 10 10
Gen114: 10 10
Gen115: 10 10
Gen116: 10 10
Gen117: 10 10
Gen118: 13 10
Gen119: 13 10
Gen120: 13 10
Gen121: 13 10
Gen122: 13 10
Gen123: 13 10
Gen124: 13 10
Gen125: 13 10
Gen126: 13 10
Gen127: 13 10
Gen128: 12 10
Gen129: 12 10
Gen130: 12 10
Gen131: 12 10
Gen132: 12 10
Gen133: 12 10
Gen134: 12 10
Gen135: 12 10
Gen136: 12 10
Gen137: 12 10
