Name: 20-50-75
Gen0: 2 2
Gen1: 7 2
Gen2: 7 2
Gen3: 6 2
Gen4: 8 2
Gen5: 10 2
Gen6: 6 2
Gen7: 10 2
Gen8: 12 2
Gen9: 6 2
Gen10: 10 2
Gen11: 6 2
Gen12: 11 2
Gen13: 11 2
Gen14: 12 2
Gen15: 11 2
Gen16: 5 2
Gen17: 11 2
Gen18: 15 2
Gen19: 11 2
Gen20: 8 2
Gen21: 13 2
Gen22: 12 2
Gen23: 16 2
Gen24: 8 2
Gen25: 8 2
Gen26: 6 2
Gen27: 7 2
Gen28: 10 2
Gen29: 6 2
Gen30: 9 2
Gen31: 9 2
Gen32: 10 2
Gen33: 6 2
Gen34: 16 2
Gen35: 4 2
Gen36: 10 2
Gen37: 6 2
Gen38: 12 2
Gen39: 4 2
Gen40: 7 2
Gen41: 9 2
Gen42: 3 2
Gen43: 9 2
Gen44: 10 2
Gen45: 13 2
Gen46: 6 2
Gen47: 10 2
Gen48: 11 2
Gen49: 12 2
Gen50: 14 2
Gen51: 12 2
Gen52: 6 2
Gen53: 10 2
Gen54: 10 2
Gen55: 12 2
Gen56: 10 2
Gen57: 18 2
Gen58: 8 2
Gen59: 11 2
Gen60: 11 2
Gen61: 13 2
Gen62: 9 2
Gen63: 7 2
Gen64: 9 2
Gen65: 5 2
Gen66: 13 2
Gen67: 9 2
Gen68: 5 2
Gen69: 13 2
Gen70: 13 2
Gen71: 11 2
Gen72: 10 2
Gen73: 8 2
Gen74: 11 2
Gen75: 11 2
Gen76: 9 2
Gen77: 7 2
Gen78: 3 2
Gen79: 15 2
Gen80: 3 2
Gen81: 5 2
Gen82: 11 2
Gen83: 2 2
Gen84: 7 2
Gen85: 8 2
Gen86: 10 2
Gen87: 12 2
Gen88: 8 2
Gen89: 10 2
Gen90: 7 2
Gen91: 7 2
Gen92: 13 2
Gen93: 12 2
Gen94: 6 2
Gen95: 6 2
Gen96: 10 2
Gen97: 10 2
Gen98: 6 2
Gen99: 16 2
Gen100: 6 2
Gen101: 9 2
Gen102: 12 2
Gen103: 7 2
Gen104: 13 2
Gen105: 7 2
Gen106: 9 2
Gen107: 13 2
Gen108: 9 2
Gen109: 15 2
Gen110: 9 2
Gen111: 10 2
Gen112: 7 2
Gen113: 11 2
Gen114: 13 2
Gen115: 4 2
Gen116: 12 2
Gen117: 4 2
Gen118: 5 2
Gen119: 11 2
Gen120: 7 2
Gen121: 3 2
Gen122: 11 2
Gen123: 4 2
Gen124: 18 2
Gen125: 6 2
Gen126: 11 2
Gen127: 9 2
Gen128: 5 2
Gen129: 14 2
Gen130: 8 2
Gen131: 9 2
Gen132: 9 2
Gen133: 8 2
Gen134: 8 2
Gen135: 10 2
Gen136: 8 2
Gen137: 8 2
Gen138: 7 2
Gen139: 9 2
Gen140: 4 2
Gen141: 15 2
Gen142: 4 2
Gen143: 16 2
Gen144: 10 2
Gen145: 6 2
Gen146: 5 2
Gen147: 11 2
Gen148: 5 2
Gen149: 5 2
Gen150: 8 2
Gen151: 14 2
Gen152: 2 2
Gen153: 10 2
Gen154: 8 2
Gen155: 7 2
Gen156: 9 2
Gen157: 11 2
Gen158: 9 2
Gen159: 12 2
Gen160: 12 2
Gen161: 8 2
Gen162: 11 2
Gen163: 16 2
Gen164: 11 2
Gen165: 14 2
Gen166: 11 2
Gen167: 11 2
Gen168: 8 2
Gen169: 8 2
Gen170: 8 2
Gen171: 6 2
Gen172: 10 2
Gen173: 17 2
Gen174: 11 2
Gen175: 5 2
Gen176: 7 2
Gen177: 14 2
Gen178: 8 2
Gen179: 11 2
Gen180: 6 2
Gen181: 9 2
Gen182: 7 2
Gen183: 11 2
Gen184: 8 2
Gen185: 10 2
Gen186: 10 2
Gen187: 10 2
Gen188: 13 2
Gen189: 13 2
Gen190: 7 2
Gen191: 9 2
Gen192: 7 2
Gen193: 7 2
Gen194: 4 2
Gen195: 11 2
Gen196: 6 2
Gen197: 10 2
Gen198: 4 2
Gen199: 16 2
Gen200: 14 2
Gen201: 19 2
Gen202: 15 2
Gen203: 7 2
Gen204: 5 2
Gen205: 9 2
Gen206: 3 2
Gen207: 16 2
Gen208: 3 2
Gen209: 5 2
Gen210: 9 2
Gen211: 11 2
Gen212: 7 2
Gen213: 13 2
