Name: 400-40-60
Gen0: 47057 47057
Gen1: 34061 34061
Gen2: 29061 29061
Gen3: 25061 25061
Gen4: 22061 22061
Gen5: 19061 19061
Gen6: 17061 17061
Gen7: 16057 16057
Gen8: 16057 16057
Gen9: 16057 16057
Gen10: 16057 16057
Gen11: 16057 16057
Gen12: 16057 16057
Gen13: 15057 15057
Gen14: 12057 12057
Gen15: 11057 11057
Gen16: 11057 11057
Gen17: 11057 11057
Gen18: 11057 11057
Gen19: 11057 11057
Gen20: 11057 11057
Gen21: 11057 11057
Gen22: 11057 11057
Gen23: 11057 11057
Gen24: 11057 11057
Gen25: 10060 11057
Gen26: 7060 7060
Gen27: 4060 4060
Gen28: 1060 1060
Gen29: 60 60
Gen30: 60 60
Gen31: 60 60
Gen32: 60 60
Gen33: 60 60
Gen34: 60 60
Gen35: 60 60
Gen36: 60 60
Gen37: 60 60
Gen38: 60 60
Gen39: 47060 60
Gen40: 35060 60
Gen41: 28060 60
Gen42: 25060 60
Gen43: 22060 60
Gen44: 19060 60
Gen45: 16060 60
Gen46: 13060 60
Gen47: 11060 60
Gen48: 10060 60
Gen49: 9060 60
Gen50: 8060 60
Gen51: 8060 60
Gen52: 8060 60
Gen53: 8060 60
Gen54: 8060 60
Gen55: 8060 60
Gen56: 8060 60
Gen57: 8060 60
Gen58: 8060 60
Gen59: 8060 60
Gen60: 23059 60
Gen61: 18059 60
Gen62: 15059 60
Gen63: 13059 60
Gen64: 12059 60
Gen65: 12059 60
Gen66: 12059 60
Gen67: 12059 60
Gen68: 12059 60
Gen69: 12059 60
Gen70: 12059 60
Gen71: 12059 60
Gen72: 12059 60
Gen73: 12059 60
Gen74: 11060 60
Gen75: 9060 60
Gen76: 7060 60
Gen77: 4060 60
Gen78: 2060 60
Gen79: 1060 60
Gen80: 60 60
Gen81: 60 60
Gen82: 60 60
Gen83: 60 60
Gen84: 60 60
Gen85: 60 60
Gen86: 60 60
Gen87: 60 60
Gen88: 60 60
Gen89: 60 60
Gen90: 26059 60
Gen91: 23059 60
Gen92: 21059 60
Gen93: 20059 60
Gen94: 18059 60
Gen95: 14059 60
Gen96: 13059 60
Gen97: 12059 60
Gen98: 9059 60
Gen99: 9059 60
Gen100: 9059 60
Gen101: 9059 60
Gen102: 9059 60
Gen103: 9059 60
Gen104: 9059 60
Gen105: 9059 60
Gen106: 9059 60
Gen107: 9059 60
Gen108: 55060 60
Gen109: 43060 60
Gen110: 34060 60
Gen111: 25060 60
Gen112: 20060 60
Gen113: 15060 60
Gen114: 12060 60
Gen115: 10060 60
Gen116: 8060 60
Gen117: 6060 60
Gen118: 5060 60
Gen119: 4060 60
Gen120: 3060 60
Gen121: 2060 60
Gen122: 1060 60
Gen123: 60 60
Gen124: 60 60
Gen125: 60 60
Gen126: 60 60
Gen127: 60 60
Gen128: 60 60
Gen129: 60 60
Gen130: 60 60
Gen131: 60 60
Gen132: 60 60
Gen133: 33059 60
Gen134: 23059 60
Gen135: 20059 60
Gen136: 15059 60
Gen137: 13059 60
Gen138: 12059 60
Gen139: 11059 60
Gen140: 11059 60
Gen141: 11059 60
Gen142: 11059 60
Gen143: 11059 60
Gen144: 11059 60
Gen145: 11059 60
Gen146: 11059 60
Gen147: 11059 60
Gen148: 11059 60
Gen149: 47060 60
Gen150: 37060 60
Gen151: 28060 60
Gen152: 22060 60
Gen153: 18060 60
Gen154: 15060 60
Gen155: 12060 60
Gen156: 9060 60
Gen157: 7060 60
Gen158: 6060 60
Gen159: 5060 60
Gen160: 4060 60
Gen161: 4060 60
Gen162: 4060 60
Gen163: 4060 60
Gen164: 4060 60
Gen165: 4060 60
Gen166: 4060 60
Gen167: 4060 60
Gen168: 4060 60
Gen169: 4060 60
Gen170: 52060 60
Gen171: 30060 60
Gen172: 18060 60
Gen173: 14060 60
Gen174: 11060 60
Gen175: 8060 60
Gen176: 5060 60
Gen177: 4060 60
Gen178: 4060 60
Gen179: 4060 60
Gen180: 4060 60
Gen181: 4060 60
Gen182: 4060 60
Gen183: 4060 60
Gen184: 4060 60
Gen185: 4060 60
Gen186: 4060 60
Gen187: 67064 60
Gen188: 43064 60
Gen189: 24064 60
Gen190: 13064 60
Gen191: 10061 60
Gen192: 8061 60
Gen193: 4061 60
Gen194: 3060 60
Gen195: 2060 60
Gen196: 2060 60
Gen197: 2060 60
Gen198: 2060 60
Gen199: 2060 60
Gen200: 2060 60
Gen201: 2060 60
Gen202: 2060 60
Gen203: 2060 60
Gen204: 2060 60
Gen205: 32060 60
Gen206: 23060 60
Gen207: 16060 60
Gen208: 11060 60
Gen209: 8060 60
Gen210: 6060 60
Gen211: 4061 60
Gen212: 3061 60
Gen213: 3061 60
Gen214: 2060 60
Gen215: 2060 60
Gen216: 2060 60
Gen217: 2060 60
Gen218: 2060 60
Gen219: 2060 60
Gen220: 2060 60
Gen221: 2060 60
Gen222: 2060 60
Gen223: 2060 60
Gen224: 55059 60
Gen225: 46059 60
Gen226: 40059 60
Gen227: 35059 60
Gen228: 30059 60
Gen229: 25059 60
Gen230: 21059 60
Gen231: 18059 60
Gen232: 16059 60
Gen233: 14059 60
Gen234: 13059 60
Gen235: 12059 60
Gen236: 12059 60
Gen237: 12059 60
Gen238: 12059 60
Gen239: 12059 60
Gen240: 12059 60
Gen241: 12059 60
Gen242: 12059 60
Gen243: 12059 60
Gen244: 12059 60
Gen245: 40057 60
Gen246: 31057 60
Gen247: 24057 60
Gen248: 17057 60
Gen249: 13057 60
Gen250: 10057 60
Gen251: 8057 60
Gen252: 7057 60
Gen253: 6057 60
Gen254: 5057 60
Gen255: 4057 60
Gen256: 4057 60
Gen257: 4057 60
Gen258: 4057 60
Gen259: 4057 60
Gen260: 4057 60
Gen261: 4057 60
Gen262: 4057 60
Gen263: 4057 60
Gen264: 4057 60
Gen265: 65058 60
Gen266: 47058 60
Gen267: 42058 60
Gen268: 38058 60
Gen269: 34058 60
Gen270: 31058 60
Gen271: 27058 60
Gen272: 24058 60
Gen273: 22058 60
Gen274: 20058 60
Gen275: 19058 60
Gen276: 18058 60
Gen277: 18058 60
Gen278: 18058 60
Gen279: 18058 60
Gen280: 18058 60
Gen281: 18058 60
Gen282: 18058 60
Gen283: 18058 60
Gen284: 18058 60
Gen285: 18058 60
Gen286: 57058 60
Gen287: 45059 60
Gen288: 36059 60
Gen289: 29059 60
Gen290: 24059 60
Gen291: 20059 60
Gen292: 17059 60
Gen293: 15059 60
Gen294: 13059 60
Gen295: 12059 60
Gen296: 11059 60
Gen297: 10059 60
Gen298: 9059 60
Gen299: 9058 60
Gen300: 9058 60
