Name: 200-40-60
Gen0: 20057 20057
Gen1: 10057 10057
Gen2: 3058 3058
Gen3: 1058 1058
Gen4: 58 58
Gen5: 58 58
Gen6: 58 58
Gen7: 58 58
Gen8: 58 58
Gen9: 58 58
Gen10: 58 58
Gen11: 58 58
Gen12: 58 58
Gen13: 58 58
Gen14: 24057 58
Gen15: 17057 58
Gen16: 10058 58
Gen17: 7058 58
Gen18: 4058 58
Gen19: 2058 58
Gen20: 1058 58
Gen21: 58 58
Gen22: 58 58
Gen23: 58 58
Gen24: 58 58
Gen25: 58 58
Gen26: 58 58
Gen27: 58 58
Gen28: 58 58
Gen29: 58 58
Gen30: 58 58
Gen31: 23057 58
Gen32: 10057 58
Gen33: 6057 58
Gen34: 3057 58
Gen35: 2057 58
Gen36: 2057 58
Gen37: 2057 58
Gen38: 2057 58
Gen39: 2057 58
Gen40: 2057 58
Gen41: 2057 58
Gen42: 57 57
Gen43: 57 57
Gen44: 57 57
Gen45: 57 57
Gen46: 57 57
Gen47: 57 57
Gen48: 57 57
Gen49: 57 57
Gen50: 57 57
Gen51: 57 57
Gen52: 39063 57
Gen53: 29063 57
Gen54: 22063 57
Gen55: 16063 57
Gen56: 10063 57
Gen57: 7063 57
Gen58: 4063 57
Gen59: 3062 57
Gen60: 1059 57
Gen61: 59 57
Gen62: 57 57
Gen63: 57 57
Gen64: 57 57
Gen65: 57 57
Gen66: 57 57
Gen67: 57 57
Gen68: 57 57
Gen69: 57 57
Gen70: 57 57
Gen71: 57 57
Gen72: 42056 57
Gen73: 20056 57
Gen74: 13056 57
Gen75: 9056 57
Gen76: 7056 57
Gen77: 6056 57
Gen78: 6056 57
Gen79: 6056 57
Gen80: 6056 57
Gen81: 6056 57
Gen82: 3056 57
Gen83: 1056 57
Gen84: 56 56
Gen85: 56 56
Gen86: 56 56
Gen87: 56 56
Gen88: 56 56
Gen89: 56 56
Gen90: 56 56
Gen91: 56 56
Gen92: 56 56
Gen93: 56 56
Gen94: 10056 56
Gen95: 3056 56
Gen96: 56 56
Gen97: 56 56
Gen98: 56 56
Gen99: 56 56
Gen100: 56 56
Gen101: 56 56
Gen102: 56 56
Gen103: 56 56
Gen104: 56 56
Gen105: 56 56
Gen106: 42055 56
Gen107: 30055 56
Gen108: 21055 56
Gen109: 14055 56
Gen110: 11055 56
Gen111: 10055 56
Gen112: 8055 56
Gen113: 5055 56
Gen114: 3055 56
Gen115: 3055 56
Gen116: 3055 56
Gen117: 3055 56
Gen118: 3055 56
Gen119: 3055 56
Gen120: 3055 56
Gen121: 3055 56
Gen122: 3055 56
Gen123: 3055 56
Gen124: 12054 56
Gen125: 5054 56
Gen126: 2054 56
Gen127: 54 54
Gen128: 54 54
Gen129: 54 54
Gen130: 54 54
Gen131: 54 54
Gen132: 54 54
Gen133: 54 54
Gen134: 54 54
Gen135: 54 54
Gen136: 54 54
Gen137: 33056 54
Gen138: 21061 54
Gen139: 14061 54
Gen140: 8061 54
Gen141: 5061 54
Gen142: 4057 54
Gen143: 4057 54
Gen144: 4057 54
Gen145: 4057 54
Gen146: 4057 54
Gen147: 4057 54
Gen148: 4056 54
Gen149: 4056 54
Gen150: 4056 54
Gen151: 4056 54
Gen152: 4056 54
Gen153: 4056 54
Gen154: 4056 54
Gen155: 4056 54
Gen156: 4056 54
Gen157: 4056 54
Gen158: 21057 54
Gen159: 10057 54
Gen160: 9057 54
Gen161: 7057 54
Gen162: 6057 54
Gen163: 5057 54
Gen164: 1057 54
Gen165: 1057 54
Gen166: 1057 54
Gen167: 1057 54
Gen168: 1057 54
Gen169: 1057 54
Gen170: 1057 54
Gen171: 1057 54
Gen172: 1057 54
Gen173: 1057 54
Gen174: 28056 54
Gen175: 19056 54
Gen176: 12056 54
Gen177: 8056 54
Gen178: 5056 54
Gen179: 4056 54
Gen180: 4056 54
Gen181: 4056 54
Gen182: 4056 54
Gen183: 4056 54
Gen184: 4056 54
Gen185: 4056 54
Gen186: 4056 54
Gen187: 4056 54
Gen188: 4056 54
Gen189: 10060 54
Gen190: 3060 54
Gen191: 60 54
Gen192: 60 54
Gen193: 60 54
Gen194: 60 54
Gen195: 60 54
Gen196: 60 54
Gen197: 60 54
Gen198: 60 54
Gen199: 60 54
Gen200: 60 54
Gen201: 36059 54
Gen202: 18060 54
Gen203: 5060 54
Gen204: 2060 54
Gen205: 1060 54
Gen206: 60 54
Gen207: 60 54
Gen208: 60 54
Gen209: 60 54
Gen210: 60 54
Gen211: 60 54
Gen212: 59 54
Gen213: 59 54
Gen214: 59 54
Gen215: 59 54
Gen216: 59 54
Gen217: 59 54
Gen218: 59 54
Gen219: 59 54
Gen220: 59 54
Gen221: 59 54
Gen222: 27057 54
Gen223: 15057 54
Gen224: 8057 54
