Name: 200-30-45
Gen0: 61055 61055
Gen1: 39055 39055
Gen2: 31055 31055
Gen3: 27051 27051
Gen4: 23047 23047
Gen5: 20047 20047
Gen6: 17047 17047
Gen7: 14047 14047
Gen8: 12047 12047
Gen9: 10047 10047
Gen10: 8047 8047
Gen11: 7047 7047
Gen12: 6047 6047
Gen13: 5047 5047
Gen14: 4047 4047
Gen15: 4047 4047
Gen16: 4047 4047
Gen17: 4047 4047
Gen18: 4047 4047
Gen19: 4047 4047
Gen20: 4047 4047
Gen21: 4047 4047
Gen22: 4047 4047
Gen23: 4047 4047
Gen24: 27044 4047
Gen25: 21044 4047
Gen26: 16044 4047
Gen27: 11044 4047
Gen28: 7044 4047
Gen29: 5044 4047
Gen30: 3044 3044
Gen31: 1044 1044
Gen32: 1044 1044
Gen33: 1044 1044
Gen34: 1044 1044
Gen35: 1044 1044
Gen36: 1044 1044
Gen37: 1044 1044
Gen38: 1044 1044
Gen39: 1044 1044
Gen40: 1044 1044
Gen41: 23044 1044
Gen42: 15046 1044
Gen43: 10046 1044
Gen44: 8046 1044
Gen45: 6046 1044
Gen46: 5044 1044
Gen47: 4044 1044
Gen48: 3044 1044
Gen49: 2044 1044
Gen50: 2044 1044
Gen51: 2044 1044
Gen52: 2044 1044
Gen53: 2044 1044
Gen54: 2044 1044
Gen55: 2044 1044
Gen56: 2044 1044
Gen57: 2044 1044
Gen58: 2044 1044
Gen59: 47056 1044
Gen60: 39052 1044
Gen61: 33052 1044
Gen62: 23052 1044
Gen63: 19048 1044
Gen64: 15048 1044
Gen65: 13048 1044
Gen66: 12048 1044
Gen67: 11048 1044
Gen68: 10048 1044
Gen69: 9048 1044
Gen70: 9048 1044
Gen71: 9048 1044
Gen72: 9048 1044
Gen73: 9048 1044
Gen74: 8048 1044
Gen75: 7048 1044
Gen76: 6048 1044
Gen77: 6048 1044
Gen78: 6048 1044
Gen79: 6048 1044
Gen80: 6048 1044
Gen81: 6048 1044
Gen82: 6048 1044
Gen83: 6048 1044
Gen84: 6048 1044
Gen85: 6048 1044
Gen86: 40047 1044
Gen87: 26047 1044
Gen88: 14047 1044
Gen89: 9047 1044
Gen90: 7047 1044
Gen91: 6047 1044
Gen92: 5047 1044
Gen93: 4047 1044
Gen94: 3047 1044
Gen95: 2047 1044
Gen96: 2047 1044
Gen97: 2047 1044
Gen98: 2047 1044
Gen99: 2047 1044
Gen100: 2047 1044
Gen101: 2047 1044
Gen102: 2047 1044
Gen103: 2047 1044
Gen104: 2047 1044
Gen105: 26053 1044
Gen106: 19053 1044
Gen107: 12053 1044
Gen108: 10051 1044
Gen109: 8051 1044
Gen110: 7051 1044
Gen111: 6051 1044
Gen112: 6051 1044
Gen113: 6051 1044
Gen114: 6051 1044
Gen115: 5050 1044
Gen116: 45 45
Gen117: 45 45
Gen118: 45 45
Gen119: 45 45
Gen120: 45 45
Gen121: 45 45
Gen122: 45 45
Gen123: 45 45
Gen124: 45 45
Gen125: 45 45
Gen126: 49048 45
Gen127: 33048 45
Gen128: 26048 45
Gen129: 20048 45
Gen130: 14048 45
Gen131: 12048 45
Gen132: 11048 45
Gen133: 11048 45
Gen134: 11048 45
Gen135: 11048 45
Gen136: 11048 45
Gen137: 11048 45
Gen138: 11048 45
Gen139: 11048 45
Gen140: 11048 45
Gen141: 11048 45
Gen142: 10048 45
Gen143: 10048 45
Gen144: 10048 45
Gen145: 10048 45
Gen146: 10048 45
Gen147: 10048 45
Gen148: 10048 45
Gen149: 10048 45
Gen150: 10048 45
Gen151: 10048 45
Gen152: 46054 45
Gen153: 32054 45
Gen154: 26054 45
Gen155: 21054 45
Gen156: 17054 45
Gen157: 14050 45
Gen158: 10046 45
Gen159: 7046 45
Gen160: 5046 45
Gen161: 4046 45
Gen162: 4046 45
Gen163: 4046 45
Gen164: 4046 45
Gen165: 4046 45
Gen166: 4046 45
Gen167: 4046 45
Gen168: 4046 45
Gen169: 3046 45
Gen170: 2046 45
Gen171: 2046 45
Gen172: 2046 45
Gen173: 2046 45
Gen174: 2046 45
Gen175: 2046 45
Gen176: 2046 45
Gen177: 2046 45
Gen178: 2046 45
Gen179: 2046 45
Gen180: 32046 45
Gen181: 19046 45
Gen182: 12046 45
Gen183: 7046 45
Gen184: 4046 45
Gen185: 3046 45
Gen186: 2046 45
Gen187: 2046 45
Gen188: 2046 45
Gen189: 2046 45
Gen190: 2046 45
Gen191: 2046 45
Gen192: 2046 45
Gen193: 2046 45
Gen194: 2046 45
Gen195: 2046 45
Gen196: 47053 45
Gen197: 26053 45
Gen198: 20053 45
Gen199: 15048 45
Gen200: 10048 45
Gen201: 8048 45
Gen202: 6048 45
Gen203: 6048 45
Gen204: 6048 45
Gen205: 6048 45
Gen206: 6048 45
Gen207: 6048 45
Gen208: 6048 45
Gen209: 6048 45
Gen210: 6048 45
Gen211: 6048 45
Gen212: 34046 45
Gen213: 16046 45
Gen214: 10046 45
Gen215: 6046 45
Gen216: 4046 45
Gen217: 2046 45
Gen218: 1046 45
Gen219: 1046 45
Gen220: 1046 45
Gen221: 1046 45
Gen222: 1046 45
Gen223: 1046 45
Gen224: 1046 45
Gen225: 1046 45
Gen226: 1046 45
Gen227: 1046 45
Gen228: 68049 45
Gen229: 39049 45
Gen230: 27049 45
Gen231: 18049 45
Gen232: 14049 45
Gen233: 12049 45
Gen234: 9049 45
Gen235: 7049 45
Gen236: 6049 45
Gen237: 5049 45
Gen238: 5049 45
Gen239: 5049 45
Gen240: 5049 45
Gen241: 5049 45
Gen242: 5049 45
Gen243: 5049 45
Gen244: 5049 45
Gen245: 5049 45
Gen246: 5049 45
Gen247: 45052 45
Gen248: 29052 45
Gen249: 19052 45
Gen250: 15048 45
Gen251: 12048 45
Gen252: 10048 45
Gen253: 8048 45
Gen254: 7047 45
Gen255: 6046 45
Gen256: 5046 45
Gen257: 5046 45
Gen258: 5046 45
Gen259: 5046 45
Gen260: 5046 45
Gen261: 5046 45
Gen262: 5046 45
Gen263: 5046 45
Gen264: 5046 45
Gen265: 5046 45
Gen266: 51060 45
Gen267: 42060 45
Gen268: 37055 45
Gen269: 32055 45
Gen270: 29052 45
Gen271: 26050 45
Gen272: 24049 45
Gen273: 21049 45
Gen274: 19049 45
Gen275: 18049 45
Gen276: 18049 45
Gen277: 18049 45
Gen278: 18049 45
Gen279: 18049 45
Gen280: 18049 45
Gen281: 18049 45
Gen282: 18049 45
Gen283: 18049 45
Gen284: 18049 45
Gen285: 27059 45
Gen286: 21053 45
Gen287: 17049 45
Gen288: 17049 45
Gen289: 17049 45
Gen290: 17049 45
Gen291: 17049 45
Gen292: 17049 45
Gen293: 17049 45
Gen294: 17049 45
Gen295: 17049 45
Gen296: 17049 45
Gen297: 33053 45
Gen298: 21053 45
Gen299: 16048 45
Gen300: 13048 45
